subscription_id,account_id,plan,mrr,currency,start_date,end_date
S000003882,A0001088,enterprise,26.77,USD,2022-11-11,2023-07-02
S000003883,A0005137,free,195.96,USD,2024-08-21,2025-02-19
S000003884,A0000687,pro,0.0,EUR,2022-08-27,2024-02-26
S000003885,A0001090,enterprise,26.77,EUR,2022-06-02,2022-08-12
S000003886,A0005762,free,30.94,EUR,2023-06-23,2024-01-20
S000003887,A0003364,basic,0.0,EUR,2024-08-16,2024-10-28
S000003888,A0002943,free,0.0,USD,2022-01-19,2022-03-10
S000003889,A0002678,basic,100.63,USD,2023-05-23,2023-07-24
S000003890,A0004457,free,90.59,USD,2024-08-29,2025-11-07
S000003891,A0005053,pro,480.87,USD,2023-12-14,2025-08-04
S000003892,A0004808,enterprise,0.0,EUR,2022-10-21,2023-10-09
S000003893,A0000130,enterprise,97.06,EUR,2022-04-18,2022-08-23
S000003894,A0001345,pro,0.0,EUR,2023-03-24,2023-05-29
S000003895,A0003565,enterprise,0.0,EUR,2023-09-01,2024-08-04
S000003896,A0004710,enterprise,31.52,USD,2023-03-01,2023-05-25
S000003897, A0002373 ,basic,107.29,EUR,2024-09-13,2025-12-18
S000003898,A0001624,enterprise,28.01,EUR,2022-04-05,2023-01-04
S000003899,A0005609,free,0.0,EUR,2023-03-03,2024-08-19
S000003900,A0005632,pro,200.33,USD,2022-08-19,2023-05-20
S000003901,A0004081,basic,454.5,EUR,2024-03-29,2025-08-28
S000003902,A0004094,basic,520.58,EUR,2023-12-25,2024-05-28
S000003903,A0001666,free,27.89,EUR,2022-05-27,2022-12-12
S000003904,A0002413,enterprise,93.13,USD,2024-07-03,2024-12-02
S000003905,A0003652,pro,107.79,EUR,2022-12-19,2023-10-06
S000003906,A0001109,free,0.0,USD,2022-08-30,2023-07-11
S000003907,A0005615,pro,104.11,EUR,2024-05-18,2025-06-30
S000003908,A0004620,pro,542.76,EUR,2022-03-22,2023-04-30
S000003909,A0005808,free,29.68,EUR,2022-10-15,2023-06-27
S000003910,A0004481,basic,108.82,EUR,2023-07-27,2024-01-03
S000003911,A0005780,pro,0.0,EUR,2023-12-21,2024-10-01
S000003912,A0004515,basic,184.92,USD,2022-07-18,2022-12-30
S000003913,A0000128,free,215.29,USD,2022-03-17,2023-04-07
S000003914,A0000635,pro,215.66,EUR,2022-05-01,2023-04-10
S000003915,A0003288,pro,29.96,USD,2024-08-31,2025-02-06
S000003916,A0002968,free,201.29,USD,2024-06-20,2025-08-08
S000003917,A0000913,free,0.0,EUR,2024-07-30,2025-01-25
S000003918,A0000588,pro,31.14,USD,2024-04-14,2025-07-28
S000003919,A0001913,pro,194.52,USD,2022-08-15,2023-08-01
S000003920,A0004942,basic,508.23,EUR,2024-07-14,2025-01-09
S000003921,A0004040,basic,491.28,EUR,2024-01-02,2025-08-08
S000003922,A0002160,enterprise,182.66,EUR,2023-02-10,2023-08-09
S000003923,A0002422,enterprise,0.0,EUR,2022-10-24,2023-09-16
S000003924, A0003542 ,pro,477.69,USD,2023-06-05,2024-03-06
S000003925, A0003720 ,enterprise,0.0,USD,2022-06-02,2023-12-21
S000003926,A0005866,free,216.34,EUR,2023-06-11,2024-01-11
S000003927,A0004083,pro,198.21,EUR,2023-08-01,2024-02-05
S000003928,A0001174,basic,0.0,USD,2024-05-13,2025-03-06
S000003929,A0003154,basic,30.55,USD,2023-08-29,2023-11-09
S000003930,A0005672,basic,93.79,EUR,2022-04-25,2023-11-19
S000003931,A0003475,basic,108.64,USD,2024-08-31,2025-05-24
S000003932,A0003296,enterprise,28.68,USD,2024-01-21,2024-11-05
S000003933,A0002506,free,0.0,USD,2023-06-02,2023-09-12
S000003934,A0002310,free,499.73,EUR,2024-02-13,2024-09-03
S000003935,A0005991,basic,191.02,USD,2024-07-08,2025-01-30
S000003936, A0004296 ,enterprise,503.15,EUR,2023-08-15,2024-06-14
S000003937,A0002320,enterprise,202.02,EUR,2023-01-05,2023-08-26
S000003938,A0004245,enterprise,189.11,USD,2022-05-16,2023-05-24
S000003939,A0004674,pro,92.78,USD,2022-09-28,2023-05-25
S000003940,A0004252,pro,209.62,EUR,2023-04-05,2023-07-01
S000003941,A0003056,enterprise,89.6,EUR,2024-01-29,2024-10-28
S000003942,A0005564,enterprise,26.51,USD,2022-10-28,2023-07-25
S000003943,A0000894,pro,204.82,USD,2024-07-13,2024-08-19
S000003944,A0004503,basic,0.0,USD,2022-05-26,2022-08-07
S000003945,A0005435,free,179.1,EUR,2023-04-14,2024-09-13
S000003946,A0000130,free,95.96,EUR,2023-12-01,2024-03-31
S000003947,A0000932,enterprise,26.67,EUR,2024-09-06,2025-09-16
S000003948,A0005728,enterprise,203.81,EUR,2022-01-28,2023-07-24
S000003949,A0004171,basic,0.0,USD,2024-05-30,2025-11-01
S000003950,A0005612,pro,92.26,USD,2024-08-14,2025-09-14
S000003951,A0005914,basic,29.27,EUR,2024-05-22,2024-12-01
S000003952,A0002246,pro,182.98,EUR,2023-01-08,2023-09-26
S000003953,A0004357,free,495.99,EUR,2024-03-09,2025-08-20
S000003954,A0000286,free,208.73,USD,2022-06-01,2023-02-21
S000003955,A0000853,basic,217.7,EUR,2023-10-16,2024-09-10
S000003956,A0003159,enterprise,0.0,USD,2023-02-12,2024-08-28
S000003957,A0004284,pro,0.0,USD,2023-12-29,2025-01-23
S000003958,A0004790,basic,0.0,USD,2024-08-11,2024-12-25
S000003959,A0004696,pro,518.98,USD,2023-03-18,2023-10-21
S000003960,A0003771,basic,533.93,EUR,2023-09-30,2024-04-03
S000003961,A0000100,free,0.0,EUR,2024-01-05,2025-04-12
S000003962, A0000892 ,enterprise,210.24,USD,2024-07-04,2025-06-10
S000003963,A0001949,free,29.67,USD,2023-07-02,2024-07-17
S000003964,A0005482,pro,465.68,USD,2023-09-03,2024-03-28
S000003965,A0005912,pro,96.14,USD,2023-11-23,2024-11-07
S000003966,A0000736,pro,106.88,USD,2024-08-10,2024-12-23
S000003967,A0001956,basic,0.0,USD,2022-07-21,2023-03-26
S000003968,A0005688,enterprise,193.38,USD,2023-09-01,2024-12-17
S000003969,A0002088,free,508.13,EUR,2024-07-22,2026-02-16
S000003970,A0001959,enterprise,506.32,USD,2022-04-03,2023-11-21
S000003971,A0000222,enterprise,179.39,EUR,2023-12-22,2025-03-29
S000003972,A0004435,free,0.0,EUR,2022-04-04,2023-08-07
S000003973,A0000386,basic,206.34,USD,2022-03-14,2022-10-12
S000003974,A0004261,basic,0.0,EUR,2022-07-14,2023-08-15
S000003975,A0002176,free,191.12,EUR,2023-06-17,2024-07-11
S000003976,A0004768,free,513.56,USD,2022-09-11,2024-02-06
S000003977,A0002434,enterprise,29.82,EUR,2023-03-14,2024-02-22
S000003978,A0005485,free,189.37,EUR,2024-01-05,2024-02-07
S000003979,A0002369,basic,29.56,USD,2022-04-19,2022-06-06
S000003980,A0001163,pro,216.58,EUR,2023-01-04,2024-04-22
S000003981,A0003724,basic,97.88,EUR,2024-07-09,2025-05-05
S000003982,A0003083,basic,510.52,USD,2023-01-31,2024-07-21
S000003983,A0005921,enterprise,30.56,USD,2024-03-15,2024-08-04
S000003984,A0002775,basic,27.71,EUR,2023-06-06,2023-10-26
S000003985,A0001827,free,205.3,USD,2022-03-11,2023-04-01
S000003986,A0004503,free,478.44,EUR,2024-07-10,2025-10-22
S000003987,A0002452,pro,194.2,USD,2022-02-15,2023-05-02
S000003988,A0002407,basic,0.0,USD,2022-05-21,2023-03-12
S000003989,A0003896,pro,543.58,EUR,2023-07-13,2023-08-24
S000003990,A0004462,basic,215.88,EUR,2022-02-27,2022-11-18
S000003991,A0005734,basic,185.94,EUR,2023-05-18,2023-11-21
S000003992,A0002769,enterprise,105.11,EUR,2024-06-01,2024-09-25
S000003993,A0004125,basic,26.83,USD,2023-04-26,2024-04-29
S000003994,A0005974,enterprise,542.05,EUR,2023-09-28,2024-04-25
S000003995, A0002099 ,enterprise,30.12,EUR,2022-08-25,2023-12-11
S000003996,A0005523,enterprise,214.43,EUR,2023-05-01,2024-07-21
S000003997,A0001919,basic,506.88,EUR,2022-12-08,2023-01-30
S000003998,A0005716,free,483.8,EUR,2022-04-21,2023-08-14
S000003999,A0002824,free,215.97,EUR,2022-11-11,2023-01-10
S000004000,A0005923,pro,214.49,USD,2022-09-15,2022-11-12
S000004001,A0002670,pro,495.16,USD,2024-07-07,2024-09-16
S000004002,A0003700,basic,480.77,EUR,2023-05-30,2024-03-31
S000004003,A0005072,free,501.47,EUR,2024-09-17,2025-06-19
S000004004,A0004820,free,218.34,USD,2024-07-15,2025-05-09
S000004005,A0005598,basic,449.24,USD,2023-05-02,2024-02-19
S000004006,A0002947,enterprise,493.61,EUR,2022-02-24,2023-05-18
S000004007,A0002639,free,192.19,USD,2023-11-29,2024-07-14
S000004008,A0003781,basic,96.47,EUR,2024-05-13,2025-06-12
S000004009,A0003401,basic,181.4,EUR,2022-11-20,2024-06-28
S000004010,A0001332,free,27.91,EUR,2022-01-27,2022-06-14
S000004011, A0005766 ,enterprise,0.0,EUR,2022-12-30,2024-03-13
S000004012,A0001274,enterprise,0.0,EUR,2023-07-10,2024-10-19
S000004013,A0005530,free,29.42,USD,2022-10-16,2024-02-04
S000004014,A0003839,enterprise,0.0,EUR,2024-01-01,2025-03-24
S000004015,A0002232,free,28.88,EUR,2024-09-11,2025-01-05
S000004016,A0004540,enterprise,106.45,USD,2024-04-05,2024-12-19
S000004017,A0001362,pro,179.4,USD,2024-05-29,2025-04-13
S000004018,A0000972,enterprise,27.87,USD,2022-08-27,2024-01-30
S000004019,A0002321,free,0.0,USD,2023-12-21,2025-06-28
S000004020,A0004684,free,200.6,USD,2023-06-21,2024-02-22
S000004021,A0001750,enterprise,0.0,USD,2024-09-17,2025-02-22
S000004022,A0003289,pro,0.0,EUR,2022-06-14,2022-11-29
S000004023,A0005039,enterprise,539.45,USD,2022-11-25,2023-09-12
S000004024,A0001783,enterprise,452.42,EUR,2023-11-23,2025-04-20
S000004025,A0004343,basic,0.0,USD,2023-06-13,2023-10-06
S000004026,A0001600,basic,0.0,EUR,2023-01-11,2024-01-04
S000004027,A0000810,basic,0.0,USD,2023-04-26,2024-07-27
S000004028,A0003070,basic,0.0,EUR,2022-11-05,2023-07-08
S000004029,A0002406,pro,100.03,USD,2022-12-26,2023-10-18
S000004030,A0004581,free,544.51,EUR,2023-03-27,2023-08-08
S000004031,A0000626,pro,0.0,USD,2023-11-18,2024-10-18
S000004032,A0002117,basic,95.95,EUR,2022-03-23,2022-08-07
S000004033,A0002554,basic,193.66,USD,2024-01-01,2024-10-21
S000004034,A0005585,pro,95.17,EUR,2023-07-20,2024-07-11
S000004035,A0003822,basic,107.5,USD,2023-02-23,2023-09-23
S000004036,A0005691,free,212.68,EUR,2022-04-14,2023-09-08
S000004037,A0003438,pro,91.56,EUR,2022-04-17,2022-09-15
S000004038,A0003741,enterprise,511.05,EUR,2022-02-14,2022-03-27
S000004039,A0005783,free,210.06,USD,2023-10-11,2024-09-26
S000004040,A0004182,enterprise,0.0,EUR,2023-10-29,2024-05-08
S000004041,A0004814,enterprise,527.37,USD,2023-03-17,2024-05-02
S000004042,A0002825,enterprise,29.4,EUR,2023-02-22,2023-04-14
S000004043,A0003186,basic,531.16,USD,2022-02-22,2022-03-29
S000004044,A0002079,basic,200.21,EUR,2022-01-16,2022-10-16
S000004045,A0001451,basic,89.79,USD,2023-03-01,2024-05-15
S000004046,A0002562,free,192.59,EUR,2022-05-06,2022-07-17
S000004047,A0002723,free,89.59,EUR,2023-08-30,2024-06-02
S000004048,A0000260,free,216.52,EUR,2023-09-24,2025-03-07
S000004049,A0005227,enterprise,31.07,EUR,2023-06-28,2024-06-15
S000004050,A0004173,basic,30.94,EUR,2023-05-31,2024-09-14
S000004051,A0004362,free,461.18,USD,2022-02-15,2022-12-15
S000004052,A0003231,basic,198.97,USD,2023-09-25,2024-02-25
S000004053,A0002679,enterprise,479.11,USD,2022-09-18,2023-06-21
S000004054,A0002914,enterprise,104.86,EUR,2024-06-22,2024-11-07
S000004055,A0003425,basic,200.0,EUR,2023-05-14,2023-12-18
S000004056,A0002131,pro,31.15,EUR,2023-03-16,2024-08-28
S000004057,A0001447,basic,92.08,EUR,2022-10-04,2023-12-18
S000004058,A0000281,pro,476.64,EUR,2022-12-03,2023-02-18
S000004059,A0004649,pro,210.25,EUR,2024-02-28,2024-12-03
S000004060,A0002341,pro,28.27,EUR,2024-02-27,2024-04-26
S000004061,A0001828,free,521.52,USD,2022-12-28,2023-08-02
S000004062,A0004251,free,107.41,EUR,2023-10-20,2024-08-04
S000004063,A0001383,enterprise,0.0,EUR,2024-02-24,2025-04-11
S000004064,A0002752,enterprise,29.46,EUR,2023-08-03,2025-03-03
S000004065,A0003496,pro,94.29,USD,2023-08-09,2023-11-21
S000004066,A0000224,free,0.0,USD,2022-01-11,2022-07-19
S000004067,A0004801,enterprise,104.02,EUR,2024-06-09,2025-12-02
S000004068,A0004960,free,30.5,EUR,2022-07-23,2023-07-09
S000004069,A0002115,pro,26.85,USD,2024-08-01,2024-12-15
S000004070,A0003561,pro,198.57,USD,2022-09-13,2022-11-03
S000004071,a0000351,pro,90.3,USD,2023-09-05,2024-07-30
S000004072,A0004473,pro,0.0,USD,2024-02-15,2024-06-30
S000004073,A0001983,basic,537.03,USD,2022-06-22,2023-07-14
S000004074,A0003268,enterprise,0.0,USD,2022-02-18,2022-04-28
S000004075,A0001269,free,195.04,EUR,2024-05-18,2024-10-31
S000004076,A0004345,pro,202.71,EUR,2023-11-03,2024-01-30
S000004077,A0002145,enterprise,186.2,USD,2022-12-03,2023-06-26
S000004078,A0000927,enterprise,27.99,USD,2022-03-06,2022-05-18
S000004079,A0002792,pro,0.0,EUR,2023-03-10,2023-10-30
S000004080,A0001440,pro,529.11,EUR,2023-05-15,2024-11-09
S000004081,A0002512,basic,185.25,USD,2023-03-12,2023-11-03
S000004082, A0005694 ,basic,27.15,USD,2023-12-02,2025-03-18
S000004083,A0004009,free,27.93,USD,2023-03-02,2024-07-26
S000004084,A0005549,basic,209.91,USD,2024-01-20,2025-06-22
S000004085,A0003918,basic,482.43,EUR,2022-11-19,2023-12-09
S000004086, A0004567 ,pro,100.05,USD,2022-07-04,2023-01-24
S000004087,A0001778,enterprise,0.0,EUR,2022-04-13,2023-01-09
S000004088,A0003647,basic,0.0,EUR,2023-02-01,2024-09-23
S000004089,A0002681,pro,30.48,EUR,2023-10-03,2024-01-06
S000004090,A0000943,enterprise,199.38,USD,2024-08-14,2026-04-04
S000004091,A0003603,enterprise,185.52,EUR,2024-04-03,2024-08-09
S000004092,A0003425,basic,192.29,USD,2024-05-25,2024-10-02
S000004093,A0005012,enterprise,0.0,USD,2023-10-11,2025-05-09
S000004094,A0004317,enterprise,0.0,EUR,2024-03-22,2025-03-19
S000004095, A0000321 ,basic,519.04,USD,2023-05-18,2024-09-15
S000004096,A0001877,basic,106.98,USD,2024-03-14,2024-06-28
S000004097,A0000292,enterprise,108.38,USD,2022-11-11,2023-11-16
S000004098,A0004932,free,486.34,EUR,2022-12-17,2023-06-06
S000004099,A0002202,basic,0.0,USD,2023-05-07,2023-12-17
S000004100,A0003268,enterprise,537.62,EUR,2024-02-04,2025-06-22
S000004101,A0003062,basic,208.23,EUR,2022-02-17,2023-02-12
S000004102,A0003746,basic,29.72,USD,2023-01-15,2024-05-27
S000004103,A0001842,basic,90.85,EUR,2022-05-24,2023-10-21
S000004104,A0002101,basic,499.27,EUR,2022-08-01,2023-03-09
S000004105,A0004462,basic,97.14,EUR,2022-07-25,2023-03-01
S000004106,A0003263,free,218.41,USD,2023-02-07,2024-05-17
S000004107,A0003461,enterprise,30.12,EUR,2022-11-07,2024-02-11
S000004108,A0001240,pro,0.0,USD,2022-08-22,2024-02-09
S000004109,A0002093,enterprise,0.0,USD,2022-12-12,2024-06-02
S000004110,a0002380,free,188.68,EUR,2022-12-30,2024-04-30
S000004111,A0005415,enterprise,495.14,USD,2024-06-18,2025-05-21
S000004112,A0000229,pro,195.14,EUR,2022-02-05,2022-03-21
S000004113,A0000580,enterprise,493.64,USD,2023-01-27,2024-01-11
S000004114,A0002008,free,487.28,USD,2023-12-20,2024-08-02
S000004115,A0000567,pro,101.82,USD,2022-05-02,2023-10-08
S000004116,A0003066,free,535.66,EUR,2024-07-18,2025-03-01
S000004117,A0002828,enterprise,186.11,USD,2023-01-18,2024-01-05
S000004118,A0002137,pro,217.97,USD,2022-10-31,2023-05-11
S000004119,A0001306,free,187.36,EUR,2023-04-25,2023-12-30
S000004120,A0001955,enterprise,211.22,EUR,2024-09-05,2026-01-14
S000004121,A0004447,basic,198.47,EUR,2023-01-16,2023-05-24
S000004122,A0002897,enterprise,180.8,EUR,2024-09-21,2025-09-16
S000004123,A0005259,free,29.98,EUR,2022-09-12,2023-08-20
S000004124,A0001547,pro,210.33,EUR,2022-09-16,2023-11-20
S000004125,A0003101,pro,91.49,USD,2024-03-17,2024-10-10
S000004126,A0005048,basic,94.15,USD,2022-01-09,2022-03-05
S000004127,A0002035,basic,97.57,USD,2024-07-26,2025-06-13
S000004128,A0004362,free,30.93,EUR,2024-03-05,2024-05-14
S000004129,A0000089,enterprise,108.79,EUR,2022-11-07,2023-06-14
S000004130,A0002432,free,522.77,EUR,2023-09-25,2025-01-10
S000004131,A0003233,pro,29.68,EUR,2022-09-19,2024-01-13
S000004132,A0005899,pro,31.55,USD,2024-03-11,2025-04-26
S000004133,A0001431,enterprise,181.76,EUR,2023-12-05,2024-11-12
S000004134,A0000990,basic,99.65,EUR,2024-08-25,2025-03-17
S000004135,A0004678,pro,30.91,USD,2023-10-03,2025-02-23
S000004136,A0003810,enterprise,0.0,USD,2022-07-11,2023-02-08
S000004137,A0004401,enterprise,101.53,EUR,2022-07-23,2023-07-26
S000004138,A0003829,free,91.23,EUR,2022-06-26,2024-01-17
S000004139,A0004699,pro,0.0,USD,2023-05-26,2024-01-02
S000004140,A0001689,basic,520.23,EUR,2022-03-12,2022-08-01
S000004141,A0004171,free,473.24,USD,2022-11-17,2024-02-13
S000004142,A0003064,enterprise,28.45,EUR,2022-01-07,2023-04-09
S000004143,A0001391,enterprise,28.2,EUR,2024-06-14,2024-10-11
S000004144,A0000977,pro,0.0,EUR,2024-04-19,2024-06-01
S000004145,A0000409,enterprise,99.02,USD,2023-11-09,2025-05-05
S000004146,A0003940,enterprise,98.77,EUR,2023-01-10,2023-12-26
S000004147,A0003588,pro,527.25,USD,2022-02-26,2022-03-29
S000004148,A0001742,enterprise,29.62,USD,2024-05-01,2024-11-12
S000004149,A0003147,free,31.64,USD,2022-06-10,2023-03-29
S000004150,A0000206,basic,91.42,EUR,2023-09-17,2024-02-29
S000004151,A0002154,free,27.16,USD,2024-05-07,2025-11-03
S000004152,A0003208,free,0.0,USD,2023-01-26,2023-09-30
S000004153,A0001328,enterprise,31.05,EUR,2024-03-21,2025-06-11
S000004154,A0001500,basic,98.07,EUR,2024-05-30,2025-11-21
S000004155,A0002350,enterprise,106.97,EUR,2022-09-09,2023-09-20
S000004156,A0001030,enterprise,107.91,EUR,2022-08-26,2023-05-04
S000004157,A0005465,basic,489.26,EUR,2024-07-03,2025-10-31
S000004158,A0002431,basic,30.65,EUR,2024-05-26,2024-10-01
S000004159,A0002906,free,30.67,USD,2022-11-22,2023-01-25
S000004160,A0001085,enterprise,31.58,EUR,2022-12-22,2023-10-05
S000004161,A0002472,pro,0.0,EUR,2024-04-22,2025-05-16
S000004162, A0005099 ,basic,102.62,USD,2024-06-07,2025-12-17
S000004163,A0005502,basic,30.36,EUR,2022-06-13,2022-08-23
S000004164,A0002793,free,29.03,EUR,2022-11-27,2022-12-28
S000004165,A0002275,basic,103.56,USD,2023-11-24,2025-04-12
S000004166,A0000910,pro,98.12,EUR,2022-04-21,2022-11-06
S000004167,A0005749,basic,194.58,USD,2022-09-01,2022-12-06
S000004168,A0002239,pro,0.0,EUR,2024-04-02,2024-11-20
S000004169,A0003154,free,94.14,USD,2023-03-22,2024-10-01
S000004170,A0004003,pro,215.19,USD,2022-03-22,2022-07-03
S000004171,A0002811,free,0.0,EUR,2023-05-26,2024-08-27
S000004172,A0004560,basic,94.04,EUR,2023-05-16,2023-06-16
S000004173,A0000607,enterprise,500.59,EUR,2024-03-03,2024-11-18
S000004174,A0004739,free,478.32,USD,2024-07-27,2024-12-28
S000004175,A0004286,free,506.36,EUR,2024-09-18,2024-12-29
S000004176,A0001116,basic,98.27,EUR,2023-10-01,2024-12-08
S000004177,A0003445,basic,103.3,USD,2022-06-03,2023-11-03
S000004178,A0000871,basic,107.52,USD,2022-12-29,2023-04-29
S000004179,A0001992,enterprise,106.41,EUR,2024-04-04,2024-08-06
S000004180,A0004427,free,0.0,USD,2023-03-16,2023-08-03
S000004181,A0001762,basic,0.0,EUR,2023-05-18,2024-08-28
S000004182,A0001971,free,201.97,USD,2022-03-05,2023-04-27
S000004183,A0005915,pro,0.0,EUR,2024-08-23,2024-12-28
S000004184,a0001639,free,29.99,USD,2022-11-27,2023-05-27
S000004185, A0002650 ,basic,96.46,USD,2023-06-18,2024-05-23
S000004186,A0002584,free,26.38,USD,2022-09-23,2023-06-18
S000004187,A0004150,enterprise,96.29,USD,2024-03-06,2025-04-17
S000004188,A0001844,pro,181.33,EUR,2022-05-03,2023-10-25
S000004189,A0002459,pro,524.69,USD,2022-11-05,2023-05-29
S000004190,A0001977,enterprise,0.0,USD,2023-11-01,2024-12-15
S000004191,A0005248,pro,0.0,USD,2024-06-18,2025-03-11
S000004192,A0001756,free,189.63,EUR,2022-08-18,2022-12-06
S000004193,A0005703,pro,29.85,EUR,2023-08-07,2024-04-30
S000004194,A0002142,enterprise,106.17,EUR,2022-10-22,2023-09-10
S000004195,A0004070,pro,30.07,USD,2024-09-07,2025-04-16
S000004196,A0002483,basic,0.0,EUR,2023-07-16,2024-11-26
S000004197,A0001029,enterprise,102.21,EUR,2022-08-07,2023-04-09
S000004198,A0003883,basic,203.26,EUR,2022-07-14,2023-04-23
S000004199,A0003376,free,28.52,EUR,2023-02-24,2024-04-24
S000004200,A0004510,enterprise,488.43,EUR,2024-05-11,2025-04-10
S000004201,A0004129,basic,89.96,EUR,2022-03-24,2022-05-15
S000004202,A0001939,free,91.85,USD,2022-11-24,2023-01-23
S000004203,A0005977,basic,535.42,EUR,2024-08-14,2024-11-15
S000004204,A0001817,basic,474.46,EUR,2023-06-11,2023-10-04
S000004205,A0003655,pro,30.02,EUR,2023-01-01,2024-04-15
S000004206,A0004760,basic,196.8,USD,2022-05-31,2023-06-05
S000004207,A0004511,enterprise,198.23,EUR,2024-05-23,2025-10-04
S000004208,A0003096,pro,31.7,EUR,2023-07-04,2024-05-07
S000004209,A0005712,free,102.15,EUR,2024-04-11,2025-03-22
S000004210,A0005109,pro,27.17,EUR,2022-04-18,2023-06-26
S000004211,A0001731,free,0.0,EUR,2024-07-16,2026-01-22
S000004212,a0001198,free,0.0,EUR,2022-08-03,2022-12-05
S000004213, A0002895 ,basic,93.97,USD,2023-03-18,2024-03-27
S000004214,A0001182,enterprise,31.52,USD,2024-08-22,2025-02-16
S000004215,A0004750,free,30.32,USD,2023-06-14,2024-08-29
S000004216,A0002628,pro,187.23,EUR,2023-10-30,2024-03-06
S000004217,A0002034,free,524.77,EUR,2023-08-20,2024-05-26
S000004218,A0001670,pro,29.73,EUR,2022-06-17,2022-12-02
S000004219,A0003419,free,468.72,USD,2023-02-16,2023-09-26
S000004220,A0000781,basic,0.0,EUR,2023-05-01,2024-03-22
S000004221,A0002855,basic,0.0,EUR,2024-06-25,2025-07-16
S000004222,A0004174,pro,179.24,USD,2024-09-14,2024-12-25
S000004223,A0005194,pro,89.88,USD,2023-02-19,2024-01-12
S000004224,A0001409,free,0.0,EUR,2023-12-28,2025-02-18
S000004225,A0003435,enterprise,102.62,EUR,2022-06-28,2023-12-28
S000004226,A0001724,enterprise,529.32,EUR,2022-11-25,2024-07-05
S000004227,A0002875,enterprise,205.39,USD,2022-11-07,2023-04-07
S000004228,A0001118,free,203.39,USD,2023-12-15,2024-08-05
S000004229,A0003784,free,209.1,USD,2024-06-18,2024-09-11
S000004230,A0004053,pro,29.71,EUR,2022-02-13,2022-04-12
S000004231,A0002896,pro,201.04,EUR,2024-02-05,2025-07-11
S000004232,A0000723,basic,29.25,USD,2024-02-26,2024-09-04
S000004233,A0001659,pro,210.43,USD,2022-05-20,2023-02-26
S000004234,A0000434,enterprise,182.0,USD,2022-10-08,2024-02-18
S000004235,A0001729,free,0.0,EUR,2022-05-15,2022-08-15
S000004236,A0001932,free,96.48,USD,2024-04-19,2024-09-16
S000004237,A0004234,free,0.0,USD,2022-08-03,2023-05-07
S000004238,A0001848,basic,528.81,USD,2023-06-22,2023-12-05
S000004239,A0004656,basic,27.6,USD,2024-01-04,2024-02-21
S000004240,A0004143,enterprise,107.72,USD,2022-05-27,2022-09-13
S000004241,A0004499,pro,106.18,USD,2024-04-13,2025-07-13
S000004242,A0001003,enterprise,101.21,USD,2023-07-28,2024-12-11
S000004243,A0005435,enterprise,0.0,USD,2024-03-30,2024-12-11
S000004244,A0001054,basic,506.5,USD,2022-11-23,2023-03-24
S000004245,A0005426,enterprise,184.93,USD,2024-08-21,2025-08-24
S000004246,A0005827,free,0.0,USD,2024-03-15,2024-08-16
S000004247,A0002555,enterprise,203.52,EUR,2023-10-16,2024-02-19
S000004248,A0005827,free,95.62,EUR,2022-11-25,2023-06-14
S000004249,A0003323,enterprise,217.89,EUR,2023-06-27,2024-11-21
S000004250,A0005564,basic,0.0,USD,2023-05-22,2024-02-02
S000004251,A0000694,enterprise,0.0,EUR,2023-05-27,2023-09-15
S000004252,A0002011,basic,181.06,USD,2022-02-26,2023-01-26
S000004253,A0001421,pro,94.09,EUR,2022-04-07,2023-03-24
S000004254,A0002613,pro,99.62,USD,2022-10-03,2024-05-14
S000004255,A0004501,basic,511.74,USD,2023-05-24,2024-04-10
S000004256,A0002711,pro,0.0,EUR,2023-11-26,2024-06-05
S000004257,A0001787,pro,205.07,USD,2022-04-15,2022-07-06
S000004258,A0003581,basic,207.33,EUR,2023-07-02,2024-09-29
S000004259,A0001211,enterprise,27.9,EUR,2023-07-08,2024-12-14
S000004260,A0004874,basic,0.0,USD,2022-04-06,2023-11-11
S000004261,A0000171,pro,100.19,EUR,2023-01-27,2023-06-24
S000004262,A0001319,free,91.04,EUR,2023-07-05,2025-01-02
S000004263,A0001533,enterprise,184.24,EUR,2022-04-25,2023-08-07
S000004264, A0001227 ,free,26.91,EUR,2022-02-10,2022-10-25
S000004265,A0003289,basic,218.58,EUR,2024-03-28,2024-10-29
S000004266,A0001500,free,90.44,USD,2022-05-06,2023-08-04
S000004267,A0004703,pro,517.39,USD,2023-03-04,2024-03-05
S000004268,A0000409,basic,0.0,USD,2022-08-05,2022-10-01
S000004269,A0001074,free,0.0,EUR,2023-03-25,2023-04-26
S000004270,A0005194,pro,26.95,USD,2022-06-11,2023-08-02
S000004271,A0000577,pro,483.34,USD,2022-07-12,2022-08-13
S000004272,A0005068,enterprise,99.38,USD,2022-06-12,2022-08-23
S000004273,A0005905,enterprise,29.95,EUR,2022-05-15,2023-11-24
S000004274,A0001786,enterprise,486.79,EUR,2023-02-06,2023-12-19
S000004275,A0002966,free,548.4,EUR,2022-10-22,2024-02-12
S000004276,A0004637,basic,518.28,USD,2024-04-21,2025-01-19
S000004277,A0003716,free,93.17,USD,2022-04-15,2023-02-20
S000004278,A0000437,free,475.87,USD,2023-11-29,2024-08-25
S000004279,A0003054,enterprise,483.12,EUR,2022-06-16,2022-08-15
S000004280,A0002938,free,214.21,EUR,2024-05-11,2025-02-07
S000004281,A0004140,enterprise,102.45,USD,2024-02-01,2025-02-13
