product_id,sku,category,currency,region_code,active,created_date,price
P002131,SKU-RITUY06R,services,EUR,R16,True,2023-04-26,20.94
P002132,SKU-UM7TJEFL,services,EUR,R21,True,2023-08-17,32.54
P002133,SKU-TQP7Q3BD,gadgets,USD,R23,True,2024-08-10,30.17
P002134,SKU-620L3EK2,accessories,USD,R05,True,2024-07-11,10.51
P002135,SKU-FXHIME08,accessories,EUR,R23,True,2023-05-17,29.48
P002136,SKU-W1NQFCKL,widgets,USD,R06,True,2023-10-11,29.35
P002137,SKU-KEARMER4,gadgets,USD,R24,True,2023-08-21,35.8
P002138,SKU-YYTAPM63,widgets,EUR,R16,True,2023-12-17,13.43
P002139,SKU-VWOBFH2R,gadgets,GBP,R01,True,2023-02-18,42.8
P002140,SKU-0Y1OLZI2,widgets,GBP,R11,True,2023-06-03,20.08
P002141,SKU-8NGD6ZMW,accessories,EUR,R01,False,2024-06-25,73.18
P002142,SKU-R7LCMMT7,gadgets,EUR,R05,True,2024-11-01,63.53
P002143,SKU-ZVKRPW5E,widgets,EUR,R14,True,2023-01-10,15.41
P002144,SKU-AWRJZEVV,gadgets,PLN,R14,True,2023-02-12,9.76
P002145,SKU-SN1M718G,widgets,EUR,R08,True,2024-06-26,33.73
P002146,SKU-A0D18EUZ,gadgets,EUR,R10,True,2023-11-29,13.57
P002147,SKU-UFL38BNH,accessories,PLN,R03,True,2023-09-22,44.19
P002148,SKU-F7GGJCBB,accessories,USD,R24,True,2023-12-21,30.51
P002149,SKU-N784V6JE,gadgets,EUR,R07,True,2024-01-30,9.28
P002150,SKU-2WVFZA14,services,USD,R25,True,2024-01-03,35.49
P002151,SKU-MBAU1PS3,widgets,EUR,R12,False,2023-12-01,24.1
P002152,SKU-MRYET9AU,accessories,EUR,R04,True,2023-09-23,28.42
P002153,SKU-7Z0OM3B1,services,EUR,R25,True,2023-07-07,55.39
P002154,SKU-JDSY2EVA,accessories,USD,R10,True,2024-05-24,20.53
P002155,SKU-HDQYKP8R,gadgets,USD,R04,True,2024-05-16,34.98
P002156,SKU-Z5BBBJ3Q,widgets,GBP,R10,True,2024-06-16,15.5
P002157,SKU-QY8GOP4H,widgets,EUR,R19,True,2024-04-17,15.73
P002158,SKU-MH2QR4CN,services,EUR,R18,False,2024-09-04,19.47
P002159,SKU-7SN73I9M,services,USD,R08,True,2024-06-21,15.3
P002160,SKU-T9S4QW3G,services,USD,R25,True,2024-03-02,31.21
P002161,SKU-FD1DJRXW,accessories,USD,R05,True,2023-08-11,10.03
P002162,SKU-7N588S2B,gadgets,USD,R06,True,2024-09-29,36.52
P002163,SKU-KXZ5G8HL,accessories,PLN,R03,True,2024-07-27,14.06
P002164,SKU-YNF36V3A,accessories,EUR,R21,True,2024-09-25,27.84
P002165,SKU-0FAUPW3F,services,EUR,R22,True,2023-09-18,10.89
P002166,SKU-GRRZ0733,widgets,EUR,R03,True,2023-01-20,29.57
P002167,SKU-MSAONI81,widgets,EUR,R16,True,2024-09-12,42.54
P002168,SKU-XN18ERPN,widgets,EUR,R23,False,2023-11-02,22.33
P002169,SKU-EW8XOMZJ,services,PLN,R05,True,2023-05-18,56.22
P002170,SKU-BXBBIBZM,gadgets,PLN,R24,True,2023-09-24,20.41
P002171,SKU-IE6R1TC0,widgets,USD,R01,True,2023-05-16,28.41
P002172,SKU-UW7A4SAN,services,EUR,R20,True,2024-03-05,12.74
P002173,SKU-G2HA36I2,services,EUR,R03,True,2024-03-14,28.88
P002174,SKU-Q10413W7,widgets,USD,R06,True,2024-05-31,15.79
P002175,SKU-LRZ96MJ7,accessories,USD,R04,True,2024-05-05,14.41
P002176,SKU-70I0LHDA,widgets,USD,R09,True,2023-04-01,57.29
P002177,SKU-9GNNXYPF,widgets,EUR,R17,True,2024-11-05,10.36
P002178,SKU-USWARC0Z,services,USD,R07,False,2023-07-14,20.72
P002179,SKU-R82XBHYD,accessories,EUR,R16,False,2023-11-26,34.04
P002180,SKU-1HFHDEQZ,services,PLN,R03,True,2024-01-09,25.55
P002181,SKU-XUV55TSC,services,EUR,R04,True,2024-10-09,7.33
P002182,SKU-AA8IHVSZ,widgets,EUR,R05,True,2024-11-23,31.89
P002183,SKU-X9Y9IYLZ,widgets,PLN,R24,True,2024-08-13,9.7
P002184,SKU-HZO4RGHQ,widgets,EUR,R11,True,2024-11-19,17.01
P002185,SKU-84DTLAX2,widgets,GBP,R10,True,2023-06-26,19.17
P002186,SKU-H7RJNGTP,gadgets,EUR,R17,True,2023-10-31,3.85
P002187,SKU-9UBR62SZ,widgets,EUR,R18,True,2023-08-10,20.83
P002188,SKU-WJWYVGUI,services,PLN,R25,True,2023-03-16,33.1
P002189,SKU-G53E14FY,accessories,USD,R17,True,2023-12-23,20.04
P002190,SKU-ZRR9G4LF,widgets,USD,R03,True,2024-04-29,24.8
P002191,SKU-12BTXAC9,accessories,EUR,R14,True,2024-03-11,86.23
P002192,SKU-0O0U6IM2,services,USD,R05,True,2024-09-01,43.61
P002193,SKU-OP9VA6GS,accessories,EUR,R21,False,2023-09-10,23.0
P002194,SKU-W4B16QHB,widgets,EUR,R19,True,2023-11-15,104.82
P002195,SKU-2XYI8H7K,services,EUR,R07,True,2024-09-04,15.15
P002196,SKU-5SD96M0U,widgets,PLN,R07,True,2024-10-31,30.32
P002197,SKU-FVWY08X6,widgets,EUR,R18,False,2023-02-17,8.62
P002198,SKU-4XSW5M2U,services,PLN,R14,True,2023-03-01,28.19
P002199,SKU-MZ59V726,services,EUR,R20,False,2024-04-11,20.76
P002200,SKU-WT4RJS2N,services,USD,R14,True,2024-09-07,23.02
P002201,SKU-L64ELWUN,gadgets,EUR,R24,True,2023-08-03,27.72
P002202,SKU-QD8AJNIR,gadgets,EUR,R03,True,2023-01-24,26.26
P002203,SKU-DU2E2YBB,gadgets,EUR,R16,True,2023-07-19,11.66
P002204,SKU-X408MBOO,gadgets,USD,R04,True,2023-12-12,17.64
P002205,SKU-33DJR209,services,USD,R08,True,2023-06-19,22.28
P002206,SKU-BXQMW9NO,gadgets,PLN,R15,True,2023-04-06,9.42
P002207,SKU-3BU7Y0FP,services,EUR,R16,True,2023-12-02,35.93
P002208,SKU-V58UOYBF,accessories,EUR,R18,True,2023-05-21,68.7
P002209,SKU-O2YODIZJ,accessories,USD,R19,True,2024-07-05,26.63
P002210,SKU-QSEQPRE5,accessories,PLN,R23,True,2023-10-09,16.17
P002211,SKU-BR5K1XKX,widgets,USD,R16,True,2023-05-04,5.58
P002212,SKU-5VT5UVPJ,widgets,EUR,R21,True,2024-03-26,8.91
P002213,SKU-TP3HZ2XQ,accessories,USD,R05,True,2024-11-29,27.21
P002214,SKU-FJAN08BA,gadgets,EUR,R14,True,2023-11-08,47.35
P002215,SKU-6ZWH1T8P,widgets,EUR,R13,True,2023-03-05,19.45
P002216,SKU-FUFIN8UD,services,USD,R24,True,2023-03-21,9.09
P002217,SKU-8C4ZZZ05,widgets,EUR,R23,True,2023-05-30,13.16
P002218,SKU-7TOS20FV,gadgets,USD,R03,True,2023-11-01,15.75
P002219,SKU-D9RQ5GF7,accessories,USD,R11,True,2023-01-31,6.96
P002220,SKU-KMPUVCQR,services,EUR,R16,True,2023-11-18,18.42
P002221,SKU-OSUB5NYJ,widgets,EUR,R07,True,2023-01-28,37.92
P002222,SKU-YLLIWYK1,services,EUR,R16,True,2023-12-04,8.09
P002223,SKU-YVSSHZDD,services,EUR,R06,True,2024-06-17,15.87
P002224,SKU-DYQSYBGV,services,EUR,R17,False,2023-10-13,6.59
P002225,SKU-1UXSQ1MH,widgets,EUR,R24,True,2023-07-07,13.58
P002226,SKU-VH04LEZM,gadgets,GBP,R06,False,2024-09-23,20.31
P002227,SKU-BT4K9BVX,widgets,EUR,R04,True,2024-10-04,40.97
P002228,SKU-PA9M9BOK,gadgets,USD,R08,True,2024-02-02,29.18
P002229,SKU-3XYL7T02,services,USD,R08,True,2024-02-11,10.91
P002230,SKU-3ZK4YDH1,accessories,EUR,R01,True,2023-12-20,23.49
P002231,SKU-DWOEVEW8,accessories,PLN,R24,True,2024-01-04,18.17
P002232,SKU-E7NLWSZJ,widgets,EUR,R06,True,2024-03-02,22.03
P002233,SKU-RH77YGFC,widgets,EUR,R12,True,2024-02-13,19.69
P002234,SKU-0TM1HSU8,widgets,EUR,R13,True,2023-03-10,26.79
P002235,SKU-A5ZL7YZU,gadgets,EUR,R13,False,2023-04-01,24.75
P002236,SKU-4Z0CZHCE,widgets,EUR,R06,True,2024-02-29,37.33
P002237,SKU-KT2GVXE3,services,GBP,R17,True,2024-06-17,23.81
P002238,SKU-M9J9OLOQ,services,EUR,R09,True,2024-03-23,61.19
P002239,SKU-JOQS8PJE,accessories,USD,R13,True,2023-05-06,30.31
P002240,SKU-BE5A94SF,gadgets,EUR,R02,True,2023-01-20,53.89
P002241,SKU-GILD8NA0,accessories,EUR,R16,True,2024-07-01,34.2
P002242,SKU-GP81GTSN,gadgets,EUR,R06,True,2024-11-12,14.83
P002243,SKU-6WWQBTC3,accessories,USD,R09,True,2024-06-01,46.79
P002244,SKU-T0DS7QZ0,services,GBP,R07,True,2023-02-06,45.17
P002245,SKU-1XTQ3C0N,services,EUR,R04,True,2023-02-15,3.96
P002246,SKU-U4JEO722,widgets,PLN,R25,True,2023-09-23,15.97
P002247,SKU-DH0LC1S4,accessories,EUR,R12,False,2023-07-09,52.75
P002248,SKU-VTSUIF5E,services,GBP,R01,True,2024-03-28,41.79
P002249,SKU-6LCP355P,accessories,USD,R15,False,2024-07-19,9.24
P002250,SKU-0VMQRS8K,accessories,USD,R18,True,2023-06-23,37.16
P002251,SKU-RFOB5AQ1,services,EUR,R05,True,2023-12-09,62.57
P002252,SKU-1F5R3UCC,gadgets,GBP,R18,True,2024-05-27,31.95
P002253,SKU-XZXKNN61,widgets,PLN,R04,True,2023-01-29,9.16
P002254,SKU-V1K2AJF9,services,USD,R07,True,2024-07-10,13.87
P002255,SKU-OM92M9N2,gadgets,EUR,R23,False,2023-10-06,28.23
P002256,SKU-VBA6N0GJ,services,EUR,R24,True,2023-02-04,19.51
P002257,SKU-6WNEU6MP,services,PLN,R22,False,2023-05-07,47.78
P002258,SKU-3ECGOW9L,widgets,USD,R24,True,2023-12-10,34.42
P002259,SKU-710BGGYX,gadgets,EUR,R06,True,2023-07-31,72.09
P002260,SKU-5E3O5NZV,services,EUR,R02,True,2024-02-09,40.95
P002261,SKU-B058M7XN,widgets,EUR,R02,True,2024-05-11,30.92
P002262,SKU-2GUD4L75,widgets,PLN,R20,True,2024-08-27,18.38
P002263,SKU-35Y8JF8U,widgets,EUR,R03,True,2024-08-24,51.56
P002264,SKU-228TZ3JU,accessories,EUR,R19,True,2024-09-02,22.27
P002265,SKU-3NQO0I1D,services,EUR,R25,True,2023-07-09,11.99
P002266,SKU-1SUC5YPI,accessories,USD,R23,False,2024-02-25,22.85
P002267,SKU-KBK9Z2RX,gadgets,USD,R08,True,2024-10-14,21.01
P002268,SKU-LGLJWWUU,gadgets,EUR,R11,True,2024-10-08,12.23
P002269,SKU-NSCFOLX9,services,EUR,R02,True,2024-07-08,36.48
P002270,SKU-JTSVW1Q1,gadgets,EUR,R13,True,2023-06-12,20.4
P002271,SKU-1CYHFY8U,accessories,EUR,R02,True,2024-06-27,28.14
P002272,SKU-RNE77XZZ,services,USD,R07,True,2023-01-06,13.89
P002273,SKU-R1F7UJ8X,widgets,EUR,R19,True,2023-01-09,20.11
P002274,SKU-HIBBA7RR,gadgets,USD,R03,True,2023-04-08,35.33
P002275,SKU-09XCVER4,services,EUR,R07,True,2023-01-02,19.14
P002276,SKU-SQM7GO34,accessories,EUR,R12,True,2023-06-04,17.83
P002277,SKU-3QFAFPBS,gadgets,EUR,R04,True,2024-05-08,82.32
P002278,SKU-U8HVX4DJ,gadgets,EUR,R20,True,2024-06-16,26.84
P002279,SKU-R4OK49N6,widgets,PLN,R18,False,2023-05-09,34.47
P002280,SKU-ZLA5P6UB,accessories,GBP,R03,True,2023-12-22,34.73
P002281,SKU-OZHNOLBD,gadgets,EUR,R01,True,2023-05-08,23.53
P002282,SKU-ZCAF3REA,accessories,EUR,R10,True,2024-02-10,30.46
P002283,SKU-RPYKW4KI,widgets,EUR,R22,True,2023-05-18,12.38
P002284,SKU-5R14XIM6,gadgets,EUR,R22,True,2024-08-28,52.93
P002285,SKU-ZC9E3YE3,gadgets,EUR,R12,True,2023-03-11,46.91
P002286,SKU-688RF3NJ,services,EUR,R15,True,2024-02-09,24.88
P002287,SKU-B9FJIPDQ,services,EUR,R14,True,2023-06-08,22.28
P002288,SKU-MY3YQOYD,accessories,USD,R11,True,2023-02-16,10.55
P002289,SKU-XWUB7998,services,EUR,R25,True,2024-04-01,41.16
P002290,SKU-KXZK6UA9,gadgets,USD,R25,True,2023-03-09,19.05
P002291,SKU-0QB92V0B,accessories,USD,R24,True,2023-09-15,32.0
P002292,SKU-VRKM02U3,widgets,EUR,R23,True,2023-06-05,9.35
P002293,SKU-Y4U77WX4,widgets,USD,R22,True,2024-04-06,32.42
P002294,SKU-T1799LUB,services,EUR,R01,True,2024-05-17,19.98
P002295,SKU-KBFKNW6R,gadgets,EUR,R17,True,2023-08-23,22.36
P002296,SKU-039OFSED,gadgets,GBP,R01,True,2023-08-16,9.48
P002297,SKU-L5C7KN4X,accessories,USD,R22,True,2024-03-01,33.36
P002298,SKU-8ZB1GQCB,services,USD,R03,True,2023-09-28,15.37
P002299,SKU-BA9AYGHK,widgets,EUR,R05,True,2023-10-07,21.58
P002300,SKU-0WMEJDOU,accessories,EUR,R22,True,2023-12-15,35.96
P002301,SKU-UWS30HW5,widgets,EUR,R12,True,2024-11-10,21.09
P002302,SKU-8MKILXMN,widgets,PLN,R04,True,2023-11-03,73.09
P002303,SKU-WL95K6NU,accessories,GBP,R21,True,2024-07-27,12.95
P002304,SKU-QELBPN5I,services,GBP,R05,True,2024-10-26,25.64
P002305,SKU-047YN43L,gadgets,EUR,R21,True,2023-07-21,28.45
P002306,SKU-00BRGT9P,services,PLN,R24,True,2023-06-24,12.04
P002307,SKU-C88PQSLU,services,EUR,R17,True,2023-11-13,23.39
P002308,SKU-JFB0D1OH,gadgets,EUR,R19,True,2024-11-12,19.75
P002309,SKU-KKLRBJN3,services,EUR,R11,False,2024-10-11,25.42
P002310,SKU-G02PGFX3,services,EUR,R16,True,2023-07-07,29.14
P002311,SKU-Z4ZS2A2W,widgets,USD,R01,True,2024-06-20,51.36
P002312,SKU-9EVDYR09,widgets,EUR,R09,True,2024-01-20,26.39
P002313,SKU-YBGYBG3M,widgets,USD,R13,True,2023-07-08,30.82
P002314,SKU-GXU7R31O,widgets,EUR,R24,True,2023-03-22,54.58
P002315,SKU-ZBP17TLV,services,PLN,R12,True,2023-06-29,8.58
P002316,SKU-RW8CPPAJ,widgets,USD,R06,True,2023-09-14,18.98
P002317,SKU-P0PXTYCQ,widgets,EUR,R08,True,2023-07-13,22.71
P002318,SKU-UZ196HT3,accessories,EUR,R25,True,2023-11-14,8.73
P002319,SKU-ULQVE83V,accessories,EUR,R03,True,2023-09-09,23.24
P002320,SKU-A0IODZFD,services,USD,R25,True,2023-11-05,5.4
P002321,SKU-3DLXHVZ8,widgets,EUR,R02,True,2023-05-12,33.9
P002322,SKU-BUZYIRVX,services,EUR,R19,True,2024-05-05,9.14
P002323,SKU-BMOLSXB3,widgets,EUR,R21,True,2024-09-03,10.48
P002324,SKU-8968K3UN,accessories,USD,R08,True,2023-01-03,30.4
P002325,SKU-QSR4HLFM,widgets,EUR,R12,True,2024-08-23,8.16
P002326,SKU-2HJWJD0S,widgets,EUR,R07,True,2024-09-30,76.12
P002327,SKU-A8HB3FLU,gadgets,USD,R19,True,2023-08-30,23.81
P002328,SKU-ZRTP0SJN,widgets,EUR,R15,True,2024-03-27,20.94
P002329,SKU-HWASD3ET,gadgets,USD,R05,True,2023-01-29,45.69
P002330,SKU-XVVKHLKE,gadgets,USD,R05,True,2023-11-18,21.16
P002331,SKU-MZBQ238J,widgets,EUR,R07,True,2023-04-18,25.65
P002332,SKU-YRAFDOIV,widgets,EUR,R17,True,2024-03-26,20.22
P002333,SKU-JK5CKV7T,accessories,EUR,R06,True,2024-01-27,16.43
P002334,SKU-0KTJCZN4,accessories,USD,R09,True,2023-12-28,27.74
P002335,SKU-EY2HTCKG,accessories,USD,R11,True,2024-03-17,30.42
P002336,SKU-NHT5CYUT,widgets,EUR,R01,True,2024-08-20,10.34
P002337,SKU-GS1Z55IX,widgets,EUR,R23,False,2023-11-21,13.08
P002338,SKU-Z0F2PR14,widgets,USD,R05,True,2024-01-16,14.94
P002339,SKU-7G9B669O,gadgets,EUR,R23,True,2023-01-29,21.81
P002340,SKU-A7FTCBFW,gadgets,USD,R10,False,2024-01-24,27.31
P002341,SKU-2REEXX11,accessories,EUR,R17,True,2024-05-18,80.94
P002342,SKU-QGX7YMAN,services,USD,R11,True,2024-10-20,26.18
P002343,SKU-7REGZK1V,gadgets,EUR,R11,True,2024-11-20,19.99
P002344,SKU-ZOQGLUE3,services,EUR,R13,True,2023-01-03,14.46
P002345,SKU-JPIE4F4E,gadgets,EUR,R23,True,2023-01-31,40.09
P002346,SKU-Q6UR5UU9,services,EUR,R11,True,2024-09-01,22.04
P002347,SKU-TH73A1EN,accessories,USD,R02,True,2024-04-28,27.25
P002348,SKU-XQBDE8CZ,services,GBP,R21,True,2024-10-05,22.19
P002349,SKU-5M0YIC2L,accessories,PLN,R23,True,2024-08-23,30.89
P002350,SKU-1FRT26KU,accessories,USD,R16,True,2024-03-28,29.58
P002351,SKU-DD6OGLLH,gadgets,EUR,R15,False,2024-07-14,27.78
P002352,SKU-Q7YXP9J4,services,EUR,R07,True,2023-11-11,22.25
P002353,SKU-I8ZP4DGM,services,EUR,R25,True,2023-07-24,23.48
P002354,SKU-6PBR6PI5,gadgets,PLN,R16,True,2024-02-16,27.92
P002355,SKU-DIGX8FLU,accessories,EUR,R14,True,2023-04-08,7.0
P002356,SKU-SR7DLD8V,gadgets,EUR,R11,True,2023-05-03,21.75
P002357,SKU-WR0C94NR,widgets,EUR,R19,True,2024-10-05,39.98
P002358,SKU-7WFQ9YXO,accessories,USD,R12,True,2023-05-29,16.64
P002359,SKU-LWTT98D4,services,USD,R01,False,2024-10-09,6.33
P002360,SKU-M7EC01B2,widgets,EUR,R18,True,2024-05-06,9.67
P002361,SKU-MN8V2HZ7,accessories,EUR,R01,True,2023-11-24,23.22
P002362,SKU-91CB40GW,accessories,EUR,R02,True,2024-08-22,14.4
P002363,SKU-V7RW1ORO,widgets,USD,R16,True,2023-09-10,24.06
P002364,SKU-LY5GVSKL,widgets,PLN,R15,True,2023-05-26,21.95
P002365,SKU-YSU4R45P,gadgets,EUR,R14,True,2024-04-02,16.75
P002366,SKU-654WK4G5,services,PLN,R24,False,2023-11-10,12.82
P002367,SKU-IK6FVBM4,accessories,EUR,R15,False,2024-09-05,24.96
P002368,SKU-6SC1WOJ3,accessories,USD,R03,True,2023-09-03,23.14
P002369,SKU-CFHQQGKS,services,EUR,R06,False,2024-01-08,20.61
P002370,SKU-A45TJPOY,gadgets,EUR,R05,True,2023-09-03,37.47
P002371,SKU-T4GWHZLW,widgets,EUR,R05,True,2024-11-22,25.05
P002372,SKU-JTXQKBSE,services,EUR,R06,True,2024-07-08,15.52
P002373,SKU-IIHF4S1C,accessories,USD,R23,True,2023-04-29,17.9
P002374,SKU-S69CXW40,widgets,USD,R01,True,2024-04-22,21.39
P002375,SKU-XWOGYOY0,accessories,GBP,R13,True,2024-01-24,23.9
P002376,SKU-VVDUX97O,gadgets,EUR,R08,True,2023-12-24,49.49
P002377,SKU-JWFQAANH,accessories,USD,R04,False,2024-07-27,61.12
P002378,SKU-362BDWIE,services,EUR,R11,True,2024-01-29,16.75
P002379,SKU-S8ZO2YVO,accessories,USD,R23,True,2024-06-08,12.04
P002380,SKU-YH3SO1NK,widgets,USD,R18,True,2024-11-20,16.03
P002381,SKU-1I5G3T06,widgets,EUR,R08,True,2023-01-24,28.56
P002382,SKU-NJI9IMYM,accessories,USD,R02,True,2023-04-09,36.59
P002383,SKU-2931NN14,gadgets,PLN,R15,True,2023-12-01,17.38
P002384,SKU-Q77PSA16,accessories,EUR,R07,True,2023-02-02,12.83
P002385,SKU-MGOAREEJ,accessories,EUR,R14,True,2024-05-01,27.92
P002386,SKU-JXUHGQS0,services,EUR,R21,False,2023-03-23,32.27
P002387,SKU-I2TJHLQH,widgets,USD,R22,True,2023-02-05,41.3
P002388,SKU-5GCRPURE,accessories,PLN,R11,False,2024-11-18,15.14
P002389,SKU-3JC0ZF5P,accessories,USD,R07,True,2024-07-20,27.04
P002390,SKU-QG1CSDT1,widgets,EUR,R12,True,2023-04-13,8.34
P002391,SKU-E4MGG5BC,accessories,EUR,R09,True,2023-01-17,20.83
P002392,SKU-MRIY0X55,gadgets,USD,R04,True,2023-04-09,34.16
P002393,SKU-U6NROBOI,gadgets,EUR,R18,True,2023-12-10,54.07
P002394,SKU-AGZNJS0Z,gadgets,EUR,R09,True,2023-06-09,26.61
P002395,SKU-KN8WFSO5,services,GBP,R06,True,2023-02-25,19.2
P002396,SKU-ZWN5H1D7,accessories,EUR,R16,True,2024-08-08,9.55
P002397,SKU-X5PHPNUC,widgets,USD,R24,True,2023-02-04,25.46
P002398,SKU-IRQX88HM,accessories,USD,R04,True,2023-09-25,32.43
P002399,SKU-XM4ZP2C4,widgets,USD,R06,True,2023-01-12,40.78
P002400,SKU-IWTRT1NG,accessories,GBP,R01,True,2024-08-03,25.69
P002401,SKU-459TG7F4,gadgets,EUR,R24,True,2023-01-01,12.51
P002402,SKU-2RQ6BCDT,accessories,EUR,R19,True,2023-01-06,30.94
P002403,SKU-T9L1IX7Q,gadgets,EUR,R06,True,2023-06-14,61.19
P002404,SKU-FL9D9FJ2,accessories,EUR,R24,True,2023-08-25,18.96
P002405,SKU-QQWP1QHG,gadgets,EUR,R21,True,2024-08-16,13.72
P002406,SKU-80D057QE,accessories,USD,R14,True,2024-05-02,18.21
P002407,SKU-X33ELVHA,services,EUR,R06,True,2023-05-21,22.02
P002408,SKU-4OUTK01R,gadgets,GBP,R11,True,2023-11-10,16.21
P002409,SKU-IXH1P5J3,gadgets,EUR,R08,True,2023-11-28,33.91
P002410,SKU-F5S1TGLC,widgets,USD,R01,True,2024-03-01,28.74
P002411,SKU-J8MR5UDZ,services,GBP,R21,True,2024-08-03,18.16
P002412,SKU-VMI4TOIH,services,EUR,R14,True,2024-06-17,21.94
P002413,SKU-NHBCSKLK,services,EUR,R12,True,2024-11-23,8.82
P002414,SKU-FYDU75K3,gadgets,EUR,R19,True,2023-09-29,26.92
P002415,SKU-14GMYU42,accessories,EUR,R17,True,2024-05-13,9.62
P002416,SKU-INE1ZVM2,widgets,PLN,R21,True,2024-07-31,18.8
P002417,SKU-4G84DF6C,services,USD,R17,True,2023-10-23,16.83
P002418,SKU-LMCTULTZ,gadgets,EUR,R04,True,2024-04-22,29.37
P002419,SKU-RUVDK4GQ,services,EUR,R10,True,2024-11-15,17.01
P002420,SKU-CC88OO9P,widgets,USD,R02,False,2023-03-06,21.58
P002421,SKU-CIXKAUJX,gadgets,EUR,R18,True,2023-01-27,54.44
P002422,SKU-RJBV84UU,accessories,EUR,R19,False,2023-12-21,8.66
P002423,SKU-QJNSSLQR,services,EUR,R16,True,2023-05-11,23.76
P002424,SKU-LZSDNYRC,accessories,EUR,R09,True,2024-02-22,37.28
P002425,SKU-F803EN0F,accessories,EUR,R01,False,2024-08-08,15.23
P002426,SKU-KQ4SZ3Z1,gadgets,GBP,R04,True,2023-10-14,22.48
P002427,SKU-B4AF27FT,accessories,EUR,R17,True,2024-01-02,9.81
P002428,SKU-7GZ9I14G,gadgets,USD,R25,False,2024-05-21,8.45
P002429,SKU-LNLGXZ6R,accessories,EUR,R03,True,2023-07-30,34.24
P002430,SKU-R4GLXXQ4,gadgets,USD,R09,True,2024-09-06,18.24
P002431,SKU-FPNBH0UM,widgets,EUR,R12,True,2024-01-18,10.1
P002432,SKU-0XEIND0R,widgets,EUR,R16,True,2024-08-27,16.71
P002433,SKU-F0QP264Z,services,EUR,R07,True,2024-08-17,31.9
P002434,SKU-M1IQL1W7,gadgets,PLN,R22,True,2023-10-15,30.9
P002435,SKU-SEAB7NZH,gadgets,EUR,R16,True,2023-08-29,41.62
P002436,SKU-Y8FF2OPO,gadgets,EUR,R25,True,2023-12-15,16.41
P002437,SKU-OPFRC8TM,services,EUR,R14,True,2023-09-28,15.23
P002438,SKU-SBFJAL3D,services,EUR,R19,True,2024-06-26,27.07
P002439,SKU-E156GRGM,gadgets,EUR,R04,True,2024-02-02,40.45
P002440,SKU-CHGKC3U3,widgets,EUR,R11,True,2023-10-01,17.73
P002441,SKU-MK3U2P5T,gadgets,PLN,R23,True,2024-01-28,39.45
P002442,SKU-2YM1TXZY,accessories,USD,R23,True,2024-09-05,18.17
P002443,SKU-8A8W3QBE,services,PLN,R16,True,2024-09-19,75.37
P002444,SKU-MHXNDEJ0,accessories,EUR,R15,True,2024-07-19,7.91
P002445,SKU-4F7LSWKN,services,EUR,R22,False,2024-11-27,55.75
P002446,SKU-A7YMZ7P3,gadgets,PLN,R07,False,2023-12-31,9.04
P002447,SKU-114VSDCL,widgets,EUR,R02,True,2023-10-20,46.24
P002448,SKU-N8C8UCV6,gadgets,EUR,R10,True,2023-09-23,23.37
P002449,SKU-BRWF24KT,services,EUR,R04,True,2024-02-04,16.91
P002450,SKU-F05Z1HK3,widgets,USD,R17,True,2024-02-14,12.87
P002451,SKU-GB4C16TV,gadgets,USD,R09,True,2024-07-13,12.72
P002452,SKU-NG8I0KN6,widgets,EUR,R13,True,2024-10-07,33.42
P002453,SKU-30PV6JMV,widgets,EUR,R19,True,2023-04-21,29.26
P002454,SKU-IGFH15BA,accessories,EUR,R14,True,2024-04-27,19.82
P002455,SKU-DOZYMQQF,services,EUR,R13,True,2024-11-27,21.85
P002456,SKU-M753GCFP,widgets,EUR,R02,True,2023-01-26,13.16
P002457,SKU-SXBTQVFQ,accessories,USD,R06,True,2024-01-22,20.5
P002458,SKU-98ZHQUT0,services,EUR,R07,True,2024-02-18,37.77
P002459,SKU-1IM4A7PL,services,EUR,R25,True,2023-05-28,12.88
P002460,SKU-ZOUJXZRM,accessories,USD,R03,True,2023-06-13,30.35
P002461,SKU-X6BXAS66,services,USD,R07,True,2023-06-02,16.83
P002462,SKU-Z3IJOL8O,widgets,EUR,R14,True,2023-11-11,8.88
P002463,SKU-UCJA7QG3,widgets,GBP,R07,True,2023-06-08,41.97
P002464,SKU-Q1KW98J8,gadgets,EUR,R19,False,2023-04-03,9.73
P002465,SKU-3QPPM6TA,services,EUR,R15,True,2024-08-08,16.8
P002466,SKU-AB9XORWI,services,EUR,R15,True,2024-10-15,42.16
P002467,SKU-JC5VNY3T,gadgets,GBP,R25,True,2023-01-10,13.84
P002468,SKU-9XEWWWP4,gadgets,EUR,R08,True,2023-10-05,39.08
P002469,SKU-URVFC5MF,gadgets,EUR,R08,True,2024-11-02,16.96
P002470,SKU-97Z2SU16,services,GBP,R22,True,2023-09-15,20.99
P002471,SKU-5F2DI1U4,gadgets,EUR,R13,True,2024-09-11,68.77
P002472,SKU-RYB3QFFO,gadgets,EUR,R22,True,2023-04-16,43.88
P002473,SKU-DURJOX60,widgets,EUR,R14,True,2024-10-12,23.38
P002474,SKU-VK4WPJOB,services,PLN,R10,True,2023-04-27,14.99
P002475,SKU-6YECWFN5,widgets,EUR,R13,True,2023-07-05,22.56
P002476,SKU-UTRCYV3I,accessories,USD,R06,True,2023-04-19,59.73
P002477,SKU-9FBTRK10,widgets,USD,R03,True,2024-08-06,81.71
