refund_id,payment_id,refund_amount,created_date
REF0000019160,PAY0000019160,23.01,2023-07-04
REF0000019161,PAY0000019161,48.12,2024-10-02
REF0000019165,PAY0000019165,29.78,2024-02-26
REF0000019183,PAY0000019183,63.87,2025-03-27
REF0000019190,PAY0000019190,29.35,2025-01-15
REF0000019191,PAY0000019191,9.98,2025-01-13
REF0000019192,PAY0000019192,22.52,2024-11-18
REF0000019205,PAY0000019205,5.99,2025-02-26
REF0000019215,PAY0000019215,25.39,2024-04-04
REF0000019218,PAY0000019218,2.74,2024-10-22
REF0000019222,PAY0000019222,32.66,2024-11-08
REF0000019231,PAY0000019231,3.36,2023-01-29
REF0000019234,PAY0000019234,4.08,2023-07-18
REF0000019242,PAY0000019242,11.77,2024-12-07
REF0000019243,PAY0000019243,43.51,2023-03-12
REF0000019251,PAY0000019251,5.07,2025-04-06
REF0000019265,PAY0000019265,51.44,2023-02-14
REF0000019272,PAY0000019272,9.35,2024-11-11
REF0000019275,PAY0000019275,29.94,2024-01-11
REF0000019284,PAY0000019284,52.78,2023-11-27
REF0000019289,PAY0000019289,26.58,2023-12-05
REF0000019294,PAY0000019294,14.32,2024-05-15
REF0000019307,PAY0000019307,23.37,2023-03-29
REF0000019312,PAY0000019312,28.27,2025-02-18
REF0000019320,PAY0000019320,26.01,2023-07-27
REF0000019326,PAY0000019326,21.23,2024-11-17
REF0000019331,PAY0000019331,56.42,2025-04-16
REF0000019335,PAY0000019335,13.63,2025-03-28
REF0000019345,PAY0000019345,26.85,2023-03-14
REF0000019354,PAY0000019354,20.06,2023-07-21
REF0000019357,PAY0000019357,18.42,2024-05-07
REF0000019365,PAY0000019365,27.88,2024-10-02
REF0000019370,PAY0000019370,7.92,2025-01-18
REF0000019378,PAY0000019378,29.98,2023-04-29
REF0000019390,PAY0000019390,56.19,2023-06-07
REF0000019405,PAY0000019405,18.84,2024-10-05
REF0000019407,PAY0000019407,41.57,2024-02-13
REF0000019426,PAY0000019426,34.24,2023-10-27
REF0000019431,PAY0000019431,5.51,2023-04-10
REF0000019433,PAY0000019433,28.32,2023-03-14
REF0000019443,PAY0000019443,94.4,2024-04-19
REF0000019462,PAY0000019462,1.24,2025-01-25
REF0000019464,PAY0000019464,3.57,2023-05-21
REF0000019467,PAY0000019467,14.72,2025-04-28
REF0000019472,PAY0000019472,5.66,2024-04-02
REF0000019473,PAY0000019473,32.61,2023-07-12
REF0000019479,PAY0000019479,25.11,2023-11-23
REF0000019483,PAY0000019483,12.23,2024-12-14
REF0000019486,PAY0000019486,25.77,2023-08-22
REF0000019491,PAY0000019491,21.36,2023-06-23
REF0000019497,PAY0000019497,24.57,2023-01-21
REF0000019503,PAY0000019503,10.67,2024-02-05
REF0000019504,PAY0000019504,16.49,2024-11-09
REF0000019512,PAY0000019512,18.59,2025-05-14
REF0000019519,PAY0000019519,30.88,2024-03-11
REF0000019524,PAY0000019524,10.39,2025-03-07
REF0000019530,PAY0000019530,34.41,2024-11-14
REF0000019540,PAY0000019540,50.97,2023-08-30
REF0000019560,PAY0000019560,8.48,2023-09-09
REF0000019565,PAY0000019565,3.83,2024-02-03
REF0000019571,PAY0000019571,39.26,2025-05-07
REF0000019574,PAY0000019574,24.38,2024-10-18
REF0000019577,PAY0000019577,3.8,2023-12-19
REF0000019585,PAY0000019585,54.03,2024-03-28
REF0000019586,PAY0000019586,11.84,2025-02-08
REF0000019588,PAY0000019588,9.01,2023-02-17
REF0000019593,PAY0000019593,47.1,2025-03-05
REF0000019599,PAY0000019599,68.73,2024-04-20
REF0000019601,PAY0000019601,17.51,2024-05-16
REF0000019607,PAY0000019607,4.37,2024-07-08
REF0000019620,PAY0000019620,15.56,2025-03-24
REF0000019636,PAY0000019636,19.3,2023-07-14
REF0000019640,PAY0000019640,30.33,2023-02-05
REF0000019643,PAY0000019643,8.4,2024-12-03
REF0000019652,PAY0000019652,41.33,2023-12-03
REF0000019663,PAY0000019663,18.79,2023-12-27
REF0000019672,PAY0000019672,4.23,2023-07-27
REF0000019674,PAY0000019674,18.3,2025-06-18
REF0000019679,PAY0000019679,121.82,2024-10-25
REF0000019682,PAY0000019682,3.91,2024-01-14
REF0000019683,PAY0000019683,61.87,2024-05-13
REF0000019687,PAY0000019687,12.11,2023-07-02
REF0000019691,PAY0000019691,20.15,2023-12-03
REF0000019692,PAY0000019692,40.49,2023-06-11
REF0000019695,PAY0000019695,7.78,2024-10-16
REF0000019697,PAY0000019697,128.17,2023-04-30
REF0000019704,PAY0000019704,9.33,2023-02-23
REF0000019707,PAY0000019707,5.18,2024-01-27
REF0000019710,PAY0000019710,7.59,2025-01-11
REF0000019711,PAY0000019711,22.18,2025-01-14
REF0000019718,PAY0000019718,32.55,2025-06-18
REF0000019724,PAY0000019724,22.59,2023-08-01
REF0000019729,PAY0000019729,56.19,2023-08-17
REF0000019732,PAY0000019732,25.81,2024-01-02
REF0000019735,PAY0000019735,37.2,2023-11-21
REF0000019736,PAY0000019736,3.21,2023-10-08
REF0000019743,PAY0000019743,10.0,2023-05-10
REF0000019753,PAY0000019753,5.36,2025-03-20
REF0000019755,PAY0000019755,7.26,2024-04-19
REF0000019761,PAY0000019761,13.54,2023-07-31
REF0000019771,PAY0000019771,26.26,2024-11-13
REF0000019776,PAY0000019776,16.96,2023-05-10
REF0000019778,PAY0000019778,23.59,2024-09-26
REF0000019780,PAY0000019780,20.05,2023-09-25
REF0000019792,PAY0000019792,6.4,2024-11-18
REF0000019793,PAY0000019793,50.26,2023-08-18
REF0000019796,PAY0000019796,32.42,2023-05-28
REF0000019798,PAY0000019798,9.12,2023-07-17
REF0000019802,PAY0000019802,16.88,2024-10-10
REF0000019811,PAY0000019811,16.47,2023-06-18
REF0000019818,PAY0000019818,13.28,2024-01-15
REF0000019820,PAY0000019820,33.98,2025-07-11
REF0000019833,PAY0000019833,54.63,2023-03-22
REF0000019845,PAY0000019845,9.84,2024-12-23
REF0000019849,PAY0000019849,44.26,2025-05-22
REF0000019853,PAY0000019853,20.73,2025-02-09
REF0000019862,PAY0000019862,22.07,2023-04-04
REF0000019880,PAY0000019880,1.32,2025-01-17
REF0000019882,PAY0000019882,2.2,2024-09-19
REF0000019883,PAY0000019883,19.87,2023-06-24
REF0000019884,PAY0000019884,51.21,2024-01-06
REF0000019886,PAY0000019886,2.42,2023-03-19
REF0000019915,PAY0000019915,48.17,2024-11-05
REF0000019919,PAY0000019919,16.39,2024-06-29
REF0000019920,PAY0000019920,17.08,2024-01-01
REF0000019921,PAY0000019921,37.08,2024-10-03
REF0000019936,PAY0000019936,6.05,2024-07-20
REF0000019942,PAY0000019942,10.66,2024-12-18
REF0000019946,PAY0000019946,7.46,2025-04-29
REF0000019949,PAY0000019949,16.17,2023-05-30
REF0000019951,PAY0000019951,9.61,2024-10-30
REF0000019958,PAY0000019958,20.2,2024-06-13
REF0000019977,PAY0000019977,13.35,2024-06-18
REF0000019985,PAY0000019985,55.8,2023-05-14
REF0000019987,PAY0000019987,66.76,2025-03-31
REF0000019998,PAY0000019998,16.37,2024-05-30
REF0000020003,PAY0000020003,58.52,2024-12-28
REF0000020007,PAY0000020007,18.41,2023-05-03
REF0000020010,PAY0000020010,8.75,2024-09-11
REF0000020019,PAY0000020019,15.09,2023-01-30
REF0000020020,PAY0000020020,68.24,2025-03-06
REF0000020022,PAY0000020022,27.17,2024-05-21
REF0000020023,PAY0000020023,20.3,2024-11-25
REF0000020032,PAY0000020032,23.05,2023-05-23
REF0000020034,PAY0000020034,5.94,2024-10-01
REF0000020035,PAY0000020035,69.48,2023-03-25
REF0000020041,PAY0000020041,11.04,2024-10-07
REF0000020044,PAY0000020044,11.8,2023-06-23
REF0000020047,PAY0000020047,5.69,2023-06-21
REF0000020054,PAY0000020054,6.91,2023-02-17
REF0000020057,PAY0000020057,3.7,2025-03-18
REF0000020060,PAY0000020060,33.35,2024-09-14
REF0000020074,PAY0000020074,9.31,2025-02-16
REF0000020084,PAY0000020084,26.77,2023-09-15
REF0000020087,PAY0000020087,6.49,2023-10-29
REF0000020092,PAY0000020092,42.83,2023-02-14
REF0000020093,PAY0000020093,15.9,2023-06-17
REF0000020094,PAY0000020094,7.31,2024-02-24
REF0000020099,PAY0000020099,21.79,2024-11-15
REF0000020112,PAY0000020112,18.99,2023-10-19
REF0000020117,PAY0000020117,27.57,2025-04-09
REF0000020123,PAY0000020123,12.31,2025-01-17
REF0000020129,PAY0000020129,19.42,2025-04-14
REF0000020138,PAY0000020138,35.7,2023-04-03
REF0000020150,PAY0000020150,3.76,2024-12-18
REF0000020158,PAY0000020158,1.62,2023-09-05
REF0000020159,PAY0000020159,3.01,2024-11-14
REF0000020160,PAY0000020160,11.91,2023-04-16
REF0000020165,PAY0000020165,14.96,2023-12-26
REF0000020176,PAY0000020176,30.67,2024-05-09
REF0000020178,PAY0000020178,54.29,2024-04-14
REF0000020181,PAY0000020181,31.05,2025-06-22
REF0000020184,PAY0000020184,5.68,2023-08-28
REF0000020191,PAY0000020191,22.91,2024-12-28
REF0000020200,PAY0000020200,9.07,2025-01-20
REF0000020209,PAY0000020209,14.13,2024-12-03
REF0000020215,PAY0000020215,50.86,2023-02-02
REF0000020223,PAY0000020223,17.74,2024-06-13
REF0000020230,PAY0000020230,18.57,2024-10-03
REF0000020240,PAY0000020240,63.96,2024-08-11
REF0000020242,PAY0000020242,11.82,2023-05-10
REF0000020243,PAY0000020243,6.5,2023-08-18
REF0000020244,PAY0000020244,50.92,2023-07-31
REF0000020247,PAY0000020247,4.59,2023-10-31
REF0000020249,PAY0000020249,11.37,2023-08-10
REF0000020250,PAY0000020250,19.89,2024-06-29
REF0000020259,PAY0000020259,38.99,2024-06-05
REF0000020267,PAY0000020267,68.66,2025-01-10
REF0000020282,PAY0000020282,5.05,2023-07-05
REF0000020295,PAY0000020295,22.12,2023-03-24
REF0000020296,PAY0000020296,11.83,2023-07-31
REF0000020297,PAY0000020297,5.69,2024-09-08
REF0000020301,PAY0000020301,6.41,2025-05-09
REF0000020306,PAY0000020306,21.65,2024-08-27
REF0000020310,PAY0000020310,6.67,2023-08-31
REF0000020313,PAY0000020313,22.69,2024-02-20
REF0000020315,PAY0000020315,18.98,2024-06-11
REF0000020336,PAY0000020336,36.41,2023-04-27
REF0000020337,PAY0000020337,10.98,2024-02-22
REF0000020339,PAY0000020339,9.21,2025-05-04
REF0000020340,PAY0000020340,47.61,2023-01-27
REF0000020344,PAY0000020344,22.25,2023-09-20
REF0000020345,PAY0000020345,25.9,2023-02-05
REF0000020355,PAY0000020355,22.8,2024-07-05
REF0000020362,PAY0000020362,7.36,2025-05-12
REF0000020375,PAY0000020375,21.75,2023-06-28
REF0000020377,PAY0000020377,14.79,2024-09-25
REF0000020383,PAY0000020383,18.34,2023-10-02
REF0000020393,PAY0000020393,15.33,2023-05-10
REF0000020394,PAY0000020394,7.0,2024-03-17
REF0000020404,PAY0000020404,4.71,2025-06-18
REF0000020414,PAY0000020414,63.05,2024-02-04
REF0000020418,PAY0000020418,54.08,2025-04-18
REF0000020426,PAY0000020426,58.6,2023-10-01
REF0000020436,PAY0000020436,11.86,2023-04-17
REF0000020440,PAY0000020440,16.37,2025-04-21
REF0000020462,PAY0000020462,20.16,2024-02-18
REF0000020475,PAY0000020475,115.53,2023-02-15
REF0000020500,PAY0000020500,7.03,2025-05-26
REF0000020501,PAY0000020501,10.75,2025-01-31
REF0000020503,PAY0000020503,5.58,2024-09-18
REF0000020510,PAY0000020510,37.89,2023-04-04
REF0000020516,PAY0000020516,14.38,2025-01-28
REF0000020518,PAY0000020518,8.72,2023-06-10
REF0000020519,PAY0000020519,34.27,2024-01-23
REF0000020523,PAY0000020523,35.02,2025-03-05
REF0000020529,PAY0000020529,12.83,2025-05-08
REF0000020534,PAY0000020534,72.97,2023-04-06
REF0000020537,PAY0000020537,52.37,2023-01-30
REF0000020549,PAY0000020549,30.15,2024-05-05
REF0000020554,PAY0000020554,12.13,2025-05-23
REF0000020556,PAY0000020556,18.17,2024-06-29
REF0000020560,PAY0000020560,37.14,2023-04-19
REF0000020568,PAY0000020568,20.98,2023-09-05
REF0000020577,PAY0000020577,7.66,2023-09-04
REF0000020579,PAY0000020579,24.53,2023-02-28
REF0000020583,PAY0000020583,13.57,2024-02-11
REF0000020586,PAY0000020586,27.12,2023-12-08
REF0000020588,PAY0000020588,11.83,2023-07-30
REF0000020590,PAY0000020590,16.97,2024-12-17
REF0000020591,PAY0000020591,7.88,2023-01-28
REF0000020598,PAY0000020598,36.9,2023-03-13
REF0000020610,PAY0000020610,11.38,2024-07-22
REF0000020612,PAY0000020612,82.27,2025-04-21
REF0000020618,PAY0000020618,24.47,2024-05-23
REF0000020628,PAY0000020628,7.11,2024-12-18
REF0000020634,PAY0000020634,15.1,2025-05-04
REF0000020641,PAY0000020641,7.04,2025-07-17
REF0000020646,PAY0000020646,18.12,2023-05-12
REF0000020648,PAY0000020648,57.83,2024-06-10
REF0000020650,PAY0000020650,6.16,2023-05-04
REF0000020658,PAY0000020658,1.9,2024-12-29
REF0000020664,PAY0000020664,8.95,2025-04-30
REF0000020665,PAY0000020665,56.39,2023-11-07
REF0000020670,PAY0000020670,36.37,2023-04-24
REF0000020673,PAY0000020673,9.73,2023-08-03
REF0000020684,PAY0000020684,48.65,2025-01-06
REF0000020687,PAY0000020687,7.5,2023-12-17
REF0000020693,PAY0000020693,23.95,2024-07-24
REF0000020697,PAY0000020697,44.3,2025-03-23
REF0000020698,PAY0000020698,26.89,2024-07-11
REF0000020713,PAY0000020713,66.4,2024-11-24
REF0000020717,PAY0000020717,51.46,2024-11-17
REF0000020720,PAY0000020720,6.68,2024-09-30
REF0000020723,PAY0000020723,48.17,2023-05-11
REF0000020739,PAY0000020739,91.78,2024-11-17
REF0000020755,PAY0000020755,23.59,2025-04-08
REF0000020774,PAY0000020774,1.17,2024-02-25
REF0000020784,PAY0000020784,16.09,2023-06-03
REF0000020787,PAY0000020787,2.28,2025-05-26
REF0000020815,PAY0000020815,11.53,2023-08-02
REF0000020816,PAY0000020816,25.54,2023-08-25
REF0000020817,PAY0000020817,57.81,2023-05-23
REF0000020823,PAY0000020823,20.79,2024-07-11
REF0000020830,PAY0000020830,4.95,2024-12-29
REF0000020838,PAY0000020838,15.34,2024-07-29
REF0000020846,PAY0000020846,11.55,2024-09-18
REF0000020849,PAY0000020849,150.65,2024-01-26
REF0000020855,PAY0000020855,8.57,2024-06-21
REF0000020856,PAY0000020856,61.72,2023-09-03
REF0000020862,PAY0000020862,42.49,2025-02-07
REF0000020866,PAY0000020866,11.44,2024-05-15
REF0000020873,PAY0000020873,2.71,2023-08-04
REF0000020874,PAY0000020874,8.5,2023-05-16
REF0000020889,PAY0000020889,22.11,2023-09-23
REF0000020891,PAY0000020891,15.92,2024-01-17
REF0000020892,PAY0000020892,51.48,2024-03-27
REF0000020898,PAY0000020898,4.82,2024-11-02
REF0000020899,PAY0000020899,97.07,2024-04-18
REF0000020901,PAY0000020901,31.56,2025-01-02
REF0000020903,PAY0000020903,8.42,2023-03-12
REF0000020904,PAY0000020904,2.68,2025-01-08
REF0000020907,PAY0000020907,16.81,2024-03-06
REF0000020908,PAY0000020908,60.34,2025-04-11
REF0000020916,PAY0000020916,65.64,2024-02-02
REF0000020926,PAY0000020926,52.96,2023-02-10
REF0000020927,PAY0000020927,5.67,2024-05-15
REF0000020936,PAY0000020936,40.61,2024-04-17
REF0000020946,PAY0000020946,33.68,2024-02-26
REF0000020949,PAY0000020949,11.53,2024-09-22
REF0000020971,PAY0000020971,13.29,2025-04-18
REF0000020983,PAY0000020983,82.22,2023-07-14
REF0000020984,PAY0000020984,11.43,2025-05-21
REF0000020989,PAY0000020989,10.16,2024-02-23
REF0000021002,PAY0000021002,3.5,2023-07-16
REF0000021004,PAY0000021004,3.3,2023-11-11
REF0000021017,PAY0000021017,19.1,2025-06-30
REF0000021020,PAY0000021020,27.78,2024-07-14
REF0000021024,PAY0000021024,11.56,2023-08-23
REF0000021031,PAY0000021031,6.48,2024-06-24
REF0000021037,PAY0000021037,7.99,2023-10-28
REF0000021039,PAY0000021039,9.71,2025-06-15
REF0000021040,PAY0000021040,62.23,2024-08-30
REF0000021042,PAY0000021042,18.55,2025-04-24
REF0000021043,PAY0000021043,37.1,2025-04-18
REF0000021049,PAY0000021049,16.2,2025-06-18
REF0000021061,PAY0000021061,15.17,2024-05-09
REF0000021068,PAY0000021068,11.59,2024-06-10
REF0000021069,PAY0000021069,50.46,2023-03-07
REF0000021079,PAY0000021079,54.8,2024-03-06
REF0000021080,PAY0000021080,20.02,2023-02-16
REF0000021100,PAY0000021100,12.65,2023-03-28
REF0000021103,PAY0000021103,15.08,2023-12-31
REF0000021117,PAY0000021117,6.37,2024-01-11
REF0000021118,PAY0000021118,28.15,2023-11-28
REF0000021138,PAY0000021138,12.01,2023-12-16
REF0000021141,PAY0000021141,26.57,2024-05-03
REF0000021142,PAY0000021142,59.49,2024-04-07
REF0000021147,PAY0000021147,35.53,2023-09-11
REF0000021152,PAY0000021152,8.52,2024-04-25
REF0000021157,PAY0000021157,20.92,2024-05-30
REF0000021162,PAY0000021162,23.44,2025-03-23
REF0000021165,PAY0000021165,1.38,2024-04-20
REF0000021170,PAY0000021170,18.31,2023-06-24
REF0000021174,PAY0000021174,35.7,2024-06-21
REF0000021179,PAY0000021179,14.16,2024-04-12
REF0000021183,PAY0000021183,30.37,2024-12-10
REF0000021191,PAY0000021191,6.42,2023-06-14
REF0000021201,PAY0000021201,3.34,2023-02-01
REF0000021204,PAY0000021204,30.37,2023-11-09
REF0000021223,PAY0000021223,6.53,2024-09-20
REF0000021225,PAY0000021225,12.22,2024-04-24
REF0000021229,PAY0000021229,6.84,2024-02-22
REF0000021232,PAY0000021232,24.72,2024-11-28
REF0000021234,PAY0000021234,8.45,2023-09-15
REF0000021242,PAY0000021242,37.61,2023-07-12
REF0000021279,PAY0000021279,34.49,2023-02-09
REF0000021288,PAY0000021288,17.39,2024-06-14
REF0000021298,PAY0000021298,34.03,2023-12-13
REF0000021302,PAY0000021302,21.26,2023-12-07
REF0000021310,PAY0000021310,12.22,2023-05-10
REF0000021330,PAY0000021330,11.66,2023-09-23
REF0000021335,PAY0000021335,68.29,2023-10-04
REF0000021346,PAY0000021346,28.38,2025-05-21
REF0000021360,PAY0000021360,8.06,2025-03-27
REF0000021368,PAY0000021368,40.21,2025-01-03
REF0000021374,PAY0000021374,55.72,2023-11-04
REF0000021377,PAY0000021377,26.83,2024-10-05
REF0000021379,PAY0000021379,2.65,2024-10-13
REF0000021382,PAY0000021382,21.74,2024-02-14
REF0000021385,PAY0000021385,17.19,2023-06-28
REF0000021386,PAY0000021386,32.4,2024-10-09
REF0000021388,PAY0000021388,45.29,2025-05-05
REF0000021397,PAY0000021397,37.53,2025-05-19
REF0000021398,PAY0000021398,5.84,2024-02-25
REF0000021400,PAY0000021400,3.61,2024-08-22
REF0000021417,PAY0000021417,17.59,2025-01-15
REF0000021421,PAY0000021421,18.33,2023-07-25
REF0000021432,PAY0000021432,109.6,2023-08-05
REF0000021442,PAY0000021442,14.39,2025-05-09
REF0000021447,PAY0000021447,9.43,2024-10-06
REF0000021453,PAY0000021453,7.0,2024-02-18
REF0000021463,PAY0000021463,4.64,2025-03-06
REF0000021466,PAY0000021466,42.56,2024-07-26
REF0000021467,PAY0000021467,45.15,2023-07-24
REF0000021475,PAY0000021475,23.13,2024-10-18
REF0000021483,PAY0000021483,101.2,2024-09-13
REF0000021499,PAY0000021499,64.51,2025-04-29
REF0000021501,PAY0000021501,44.23,2024-12-29
REF0000021505,PAY0000021505,6.67,2025-02-23
REF0000021506,PAY0000021506,50.16,2023-08-02
REF0000021531,PAY0000021531,16.31,2023-08-22
REF0000021537,PAY0000021537,38.76,2024-12-12
REF0000021538,PAY0000021538,5.76,2023-10-18
REF0000021539,PAY0000021539,20.25,2024-09-19
REF0000021542,PAY0000021542,16.88,2023-10-04
REF0000021546,PAY0000021546,18.47,2024-12-08
REF0000021547,PAY0000021547,3.16,2025-01-30
REF0000021551,PAY0000021551,0.86,2023-07-14
REF0000021563,PAY0000021563,5.85,2024-07-29
REF0000021564,PAY0000021564,9.76,2023-06-01
REF0000021566,PAY0000021566,3.1,2023-05-29
REF0000021571,PAY0000021571,20.84,2024-04-12
REF0000021578,PAY0000021578,94.46,2025-02-26
REF0000021587,PAY0000021587,5.56,2024-07-26
REF0000021592,PAY0000021592,21.81,2023-07-28
REF0000021593,PAY0000021593,12.6,2023-08-30
REF0000021623,PAY0000021623,17.45,2023-01-08
REF0000021627,PAY0000021627,6.04,2024-09-14
REF0000021629,PAY0000021629,8.05,2024-04-23
REF0000021634,PAY0000021634,54.79,2023-02-07
REF0000021636,PAY0000021636,21.87,2024-08-25
REF0000021637,PAY0000021637,11.64,2023-05-10
REF0000021638,PAY0000021638,45.45,2023-02-23
REF0000021640,PAY0000021640,104.89,2023-09-12
REF0000021641,PAY0000021641,42.96,2023-10-28
REF0000021655,PAY0000021655,9.78,2024-02-11
REF0000021656,PAY0000021656,25.98,2023-07-26
REF0000021659,PAY0000021659,29.31,2024-11-22
REF0000021667,PAY0000021667,88.16,2023-11-25
REF0000021688,PAY0000021688,24.51,2025-04-01
REF0000021690,PAY0000021690,28.41,2024-01-15
REF0000021691,PAY0000021691,19.23,2023-12-04
REF0000021695,PAY0000021695,27.1,2023-07-15
REF0000021701,PAY0000021701,18.02,2024-04-11
REF0000021706,PAY0000021706,19.68,2024-10-15
REF0000021707,PAY0000021707,24.39,2025-02-02
REF0000021727,PAY0000021727,25.37,2024-12-29
REF0000021729,PAY0000021729,7.96,2024-01-17
REF0000021730,PAY0000021730,84.3,2025-05-08
REF0000021744,PAY0000021744,31.9,2023-10-30
REF0000021747,PAY0000021747,18.9,2025-01-24
REF0000021754,PAY0000021754,22.81,2025-02-20
REF0000021755,PAY0000021755,77.75,2023-08-12
REF0000021760,PAY0000021760,8.13,2024-01-23
REF0000021762,PAY0000021762,39.91,2023-04-25
REF0000021776,PAY0000021776,36.81,2024-04-25
REF0000021782,PAY0000021782,27.66,2025-04-30
REF0000021786,PAY0000021786,5.13,2025-03-08
REF0000021793,PAY0000021793,15.43,2025-01-16
REF0000021813,PAY0000021813,11.44,2023-04-05
REF0000021814,PAY0000021814,11.93,2023-05-27
REF0000021815,PAY0000021815,7.11,2023-05-20
REF0000021821,PAY0000021821,77.18,2023-09-21
REF0000021822,PAY0000021822,40.76,2023-11-28
REF0000021825,PAY0000021825,24.55,2023-04-02
REF0000021826,PAY0000021826,19.46,2025-06-10
REF0000021827,PAY0000021827,61.95,2025-02-12
REF0000021829,PAY0000021829,7.88,2024-03-17
REF0000021830,PAY0000021830,11.6,2025-01-14
REF0000021838,PAY0000021838,12.79,2025-03-11
REF0000021842,PAY0000021842,9.83,2024-02-20
REF0000021843,PAY0000021843,40.13,2025-04-16
REF0000021848,PAY0000021848,3.96,2025-02-15
REF0000021852,PAY0000021852,13.27,2023-11-19
REF0000021857,PAY0000021857,12.96,2024-03-10
REF0000021868,PAY0000021868,50.59,2024-09-30
REF0000021870,PAY0000021870,28.74,2024-08-27
REF0000021871,PAY0000021871,22.7,2024-08-08
REF0000021876,PAY0000021876,29.46,2024-01-04
REF0000021877,PAY0000021877,29.13,2023-02-17
REF0000021891,PAY0000021891,4.76,2025-03-25
REF0000021905,PAY0000021905,6.77,2024-09-09
REF0000021920,PAY0000021920,31.38,2025-05-11
REF0000021924,PAY0000021924,38.84,2023-06-09
REF0000021940,PAY0000021940,10.04,2023-10-23
REF0000021949,PAY0000021949,10.92,2023-09-29
REF0000021950,PAY0000021950,25.1,2023-05-17
REF0000021959,PAY0000021959,1.8,2024-01-29
REF0000021965,PAY0000021965,12.7,2023-04-14
REF0000021973,PAY0000021973,54.59,2023-08-27
REF0000021978,PAY0000021978,8.86,2023-12-17
REF0000021983,PAY0000021983,17.75,2023-01-28
REF0000021988,PAY0000021988,9.0,2025-01-13
REF0000021996,PAY0000021996,27.2,2023-08-13
REF0000021997,PAY0000021997,16.47,2023-03-27
REF0000022009,PAY0000022009,8.48,2025-03-18
REF0000022010,PAY0000022010,30.32,2024-03-01
REF0000022018,PAY0000022018,14.42,2023-03-02
REF0000022024,PAY0000022024,17.38,2025-06-03
REF0000022026,PAY0000022026,15.45,2023-11-13
REF0000022031,PAY0000022031,13.6,2023-08-07
REF0000022057,PAY0000022057,23.01,2024-10-20
REF0000022066,PAY0000022066,13.31,2024-07-20
REF0000022068,PAY0000022068,43.93,2023-06-19
REF0000022080,PAY0000022080,41.48,2023-06-19
REF0000022102,PAY0000022102,42.77,2023-05-13
REF0000022103,PAY0000022103,9.44,2024-09-20
REF0000022105,PAY0000022105,11.53,2023-08-09
REF0000022118,PAY0000022118,22.15,2024-10-03
REF0000022119,PAY0000022119,24.71,2025-06-24
REF0000022124,PAY0000022124,17.21,2025-02-08
REF0000022126,PAY0000022126,22.39,2023-03-09
REF0000022131,PAY0000022131,54.31,2023-05-03
REF0000022133,PAY0000022133,22.92,2023-07-04
REF0000022134,PAY0000022134,5.67,2025-01-28
REF0000022139,PAY0000022139,11.15,2023-01-31
REF0000022159,PAY0000022159,35.33,2025-03-06
REF0000022175,PAY0000022175,33.26,2023-04-28
REF0000022183,PAY0000022183,16.65,2023-03-14
REF0000022188,PAY0000022188,47.0,2023-08-26
REF0000022218,PAY0000022218,5.23,2023-10-10
REF0000022223,PAY0000022223,9.99,2025-03-10
REF0000022227,PAY0000022227,47.42,2024-07-05
REF0000022230,PAY0000022230,11.13,2024-01-01
REF0000022234,PAY0000022234,14.95,2025-05-23
REF0000022241,PAY0000022241,59.45,2024-04-03
REF0000022242,PAY0000022242,13.17,2023-07-22
REF0000022243,PAY0000022243,5.52,2024-02-28
REF0000022244,PAY0000022244,7.61,2023-05-05
REF0000022248,PAY0000022248,11.24,2024-12-13
REF0000022257,PAY0000022257,12.68,2023-04-15
REF0000022261,PAY0000022261,6.03,2025-03-30
REF0000022263,PAY0000022263,11.29,2024-05-13
REF0000022268,PAY0000022268,16.21,2024-08-21
REF0000022270,PAY0000022270,22.0,2023-10-07
REF0000022281,PAY0000022281,12.36,2025-02-07
REF0000022284,PAY0000022284,23.02,2024-03-14
REF0000022285,PAY0000022285,57.88,2024-11-21
REF0000022303,PAY0000022303,17.43,2025-03-05
REF0000022312,PAY0000022312,13.32,2023-12-12
REF0000022313,PAY0000022313,10.1,2024-03-14
REF0000022315,PAY0000022315,6.84,2024-10-07
REF0000022319,PAY0000022319,62.29,2025-01-06
REF0000022321,PAY0000022321,11.12,2024-09-03
REF0000022323,PAY0000022323,9.17,2025-06-08
REF0000022326,PAY0000022326,19.12,2023-05-04
REF0000022331,PAY0000022331,10.76,2024-04-08
REF0000022334,PAY0000022334,35.97,2024-07-09
REF0000022336,PAY0000022336,36.86,2024-02-05
REF0000022338,PAY0000022338,7.47,2023-04-07
REF0000022340,PAY0000022340,10.65,2025-06-11
REF0000022351,PAY0000022351,9.44,2023-03-04
REF0000022361,PAY0000022361,56.82,2025-03-07
REF0000022367,PAY0000022367,3.15,2024-11-16
REF0000022372,PAY0000022372,10.67,2024-06-15
REF0000022375,PAY0000022375,23.77,2025-05-15
REF0000022397,PAY0000022397,8.07,2024-02-02
REF0000022400,PAY0000022400,24.05,2025-05-08
REF0000022404,PAY0000022404,19.76,2023-08-21
REF0000022405,PAY0000022405,12.31,2024-01-19
REF0000022415,PAY0000022415,22.4,2023-06-05
REF0000022416,PAY0000022416,10.23,2023-06-08
REF0000022419,PAY0000022419,33.09,2024-12-11
REF0000022427,PAY0000022427,51.42,2023-09-23
REF0000022428,PAY0000022428,11.5,2024-03-24
REF0000022432,PAY0000022432,13.19,2024-09-26
