order_id,customer_id,status,country,currency,created_date,updated_date,channel
O000022220,C0001770,created,SE,EUR,2024-12-19,2024-12-21,mobile
O000022221,C0005028,paid,US,USD,2023-12-06,2023-12-12,web
O000022222,C0010972,shipped,ES,EUR,2024-09-05,2024-09-17,mobile
O000022223,C0008228,paid,US,EUR,2023-04-17,2023-04-21,partner
O000022224,C0009642,shipped,DE,USD,2024-08-03,2024-08-03,web
O000022225,C0009403,shipped,GB,EUR,2023-07-19,2023-07-23,web
O000022226,C0008639,delivered,PL,EUR,2024-03-04,2024-03-17,partner
O000022227,C0004527,cancelled,NL,EUR,2025-02-15,2025-02-20,web
O000022228,C0001605,shipped,FR,USD,2023-06-18,2023-06-28,mobile
O000022229,C0002823,refunded,US,EUR,2024-03-26,2024-03-30,partner
O000022230,C0003119,shipped,FR,PLN,2023-08-20,2023-08-21,mobile
O000022231,C0010949,paid,FR,EUR,2023-06-05,2023-06-07,web
O000022232,C0006870,paid,NL,USD,2023-10-20,2023-10-22,partner
O000022233,C0001712,shipped,PL,EUR,2024-11-06,2024-11-06,web
O000022234,C0010923,cancelled,PL,USD,2024-01-04,2024-01-07,mobile
O000022235, C0006482 ,shipped,FR,EUR,2024-04-18,2024-04-23,partner
O000022236,C0005659,shipped,PL,USD,2023-10-08,2023-10-17,partner
O000022237,C0008825,delivered,US,USD,2024-12-10,2024-12-22,mobile
O000022238,C0001757,shipped,PL,EUR,2025-01-19,2025-01-29,web
O000022239,C0009528,paid,DE,GBP,2023-09-28,2023-10-07,web
O000022240,C0008547,delivered,US,EUR,2023-02-26,2023-03-12,mobile
O000022241,C0002717,delivered,FR,EUR,2023-07-16,2023-07-25,mobile
O000022242,C0011943,paid,ES,USD,2023-11-26,2023-11-28,web
O000022243,C0004674,shipped,DE,EUR,2024-10-24,2024-11-07,partner
O000022244,C0011503,cancelled,SE,USD,2023-12-09,2023-12-16,web
O000022245,C0001666,shipped,NL,PLN,2024-08-20,2024-08-23,partner
O000022246,C0003429,paid,SE,EUR,2025-02-22,2025-02-22,mobile
O000022247,C0009227,paid,US,EUR,2023-12-21,2023-12-26,partner
O000022248,C0011773,refunded,DE,EUR,2023-12-31,2023-12-31,web
O000022249,C0004113,created,DE,EUR,2023-10-03,2023-10-17,web
O000022250,C0006209,delivered,ES,EUR,2024-08-29,2024-09-11,mobile
O000022251,C0009337,delivered,US,PLN,2025-04-12,2025-04-13,mobile
O000022252,C0006380,shipped,NL,EUR,2023-11-23,2023-11-25,partner
O000022253,C0004692,paid,PL,USD,2023-09-21,2023-09-28,mobile
O000022254,C0009616,delivered,PL,USD,2025-02-11,2025-02-23,mobile
O000022255,C0003034,paid,US,USD,2023-12-24,2024-01-07,mobile
O000022256,C0010972,paid,NL,EUR,2025-05-29,2025-05-29,partner
O000022257,C0011884,cancelled,ES,EUR,2023-01-26,2023-02-01,web
O000022258,C0009766,delivered,PL,EUR,2023-04-19,2023-04-26,mobile
O000022259,C0011516,paid,US,EUR,2023-11-24,2023-11-24,web
O000022260,C0001607,shipped,US,EUR,2023-05-27,2023-06-03,partner
O000022261,C0005543,delivered,PL,EUR,2025-01-06,2025-01-20,mobile
O000022262,C0009336,shipped,ES,EUR,2025-05-09,2025-05-21,web
O000022263,C0006223,paid,SE,EUR,2025-03-18,2025-03-20,partner
O000022264,C0003525,paid,GB,EUR,2025-02-17,2025-03-01,web
O000022265,C0010068,paid,GB,EUR,2025-03-09,2025-03-16,partner
O000022266,C0005042,delivered,DE,EUR,2023-11-24,2023-12-04,web
O000022267,C0010023,delivered,FR,EUR,2023-03-23,2023-03-28,partner
O000022268,C0000981,cancelled,US,EUR,2024-10-12,2024-10-13,partner
O000022269,C0010615,delivered,US,USD,2024-10-10,2024-10-22,partner
O000022270,C0002845,created,GB,USD,2025-05-22,2025-06-05,mobile
O000022271,C0007329,paid,US,EUR,2024-05-22,2024-05-26,partner
O000022272,C0003639,paid,GB,EUR,2025-02-20,2025-02-20,web
O000022273, C0008804 ,created,US,USD,2024-01-12,2024-01-19,mobile
O000022274,C0000277,shipped,US,USD,2025-01-16,2025-01-21,mobile
O000022275,C0003297,delivered,DE,EUR,2023-02-24,2023-03-04,mobile
O000022276,C0002555,shipped,FR,EUR,2023-08-17,2023-08-23,web
O000022277,C0004177,paid,FR,GBP,2023-10-13,2023-10-13,web
O000022278,C0000850,cancelled,DE,PLN,2025-05-23,2025-05-28,web
O000022279,C0008781,shipped,US,USD,2025-03-01,2025-03-11,mobile
O000022280,C0007946,paid,SE,EUR,2024-11-18,2024-11-30,mobile
O000022281,c0000592,paid,US,USD,2023-10-26,2023-11-04,web
O000022282,C0006411,delivered,FR,EUR,2023-09-04,2023-09-17,mobile
O000022283,C0006862,created,PL,EUR,2024-08-13,2024-08-18,mobile
O000022284,C0001456,delivered,US,EUR,2023-03-13,2023-03-23,web
O000022285,C0007596,paid,US,EUR,2024-03-11,2024-03-19,web
O000022286,C0006196,paid,FR,USD,2023-07-10,2023-07-21,partner
O000022287,C0009067,paid,NL,EUR,2025-04-29,2025-05-03,partner
O000022288,C0006693,paid,SE,USD,2023-02-06,2023-02-12,web
O000022289,C0011110,delivered,GB,USD,2023-11-11,2023-11-18,web
O000022290,C0002460,paid,PL,USD,2024-10-06,2024-10-20,mobile
O000022291,C0006517,shipped,US,EUR,2023-09-17,2023-09-27,mobile
O000022292,C0008551,delivered,PL,EUR,2023-10-10,2023-10-20,partner
O000022293,C00007009,shipped,NL,EUR,2024-07-06,2024-07-11,partner
O000022294,C0002631,paid,PL,USD,2024-03-01,2024-03-14,web
O000022295,C00011992,paid,US,EUR,2024-04-18,2024-04-30,web
O000022296,C0009575,shipped,NL,EUR,2023-01-16,2023-01-26,partner
O000022297,C0002553,delivered,FR,EUR,2023-08-13,2023-08-18,partner
O000022298,C00001329,created,NL,EUR,2023-08-18,2023-08-31,partner
O000022299,C0007433,paid,US,EUR,2024-01-28,2024-02-11,web
O000022300,C0005236,paid,SE,EUR,2024-10-06,2024-10-12,partner
O000022301,C0000878,created,US,EUR,2023-04-10,2023-04-24,partner
O000022302,C0009004,cancelled,SE,EUR,2023-08-18,2023-08-21,partner
O000022303,C0003782,refunded,NL,EUR,2024-11-30,2024-12-12,partner
O000022304,C0008347,shipped,US,PLN,2024-12-16,2024-12-26,mobile
O000022305, C0007740 ,refunded,DE,EUR,2024-10-07,2024-10-15,mobile
O000022306,C0008434,cancelled,NL,EUR,2025-03-03,2025-03-07,web
O000022307,C0003403,cancelled,ES,EUR,2023-09-29,2023-10-05,partner
O000022308,C0009511,paid,PL,USD,2024-03-30,2024-04-01,web
O000022309,C0005492,refunded,US,USD,2024-01-11,2024-01-13,partner
O000022310,C0002326,paid,US,USD,2023-10-24,2023-10-29,mobile
O000022311,C0001957,shipped,SE,EUR,2023-09-24,2023-10-06,partner
O000022312,C0003966,created,FR,GBP,2024-12-08,2024-12-14,partner
O000022313,C0010211,created,US,EUR,2023-03-27,2023-04-05,partner
O000022314,C0001392,paid,PL,EUR,2025-02-20,2025-03-04,partner
O000022315,C0003139,paid,US,USD,2025-03-27,2025-04-08,web
O000022316,C0009042,created,DE,EUR,2024-09-17,2024-09-17,web
O000022317,C0004953,delivered,PL,USD,2023-08-07,2023-08-12,partner
O000022318,C0002419,paid,DE,EUR,2023-12-19,2023-12-25,mobile
O000022319,C0001335,cancelled,PL,EUR,2023-02-13,2023-02-16,partner
O000022320,C0000211,paid,DE,USD,2024-05-03,2024-05-03,mobile
O000022321,C0010483,cancelled,ES,USD,2023-03-16,2023-03-20,mobile
O000022322,C0003602,paid,US,EUR,2025-05-16,2025-05-22,web
O000022323,C0008507,delivered,NL,EUR,2023-07-05,2023-07-13,mobile
O000022324,C0000833,shipped,ES,EUR,2025-02-20,2025-03-01,mobile
O000022325,C0006238,cancelled,PL,USD,2023-09-17,2023-09-29,mobile
O000022326,C0002838,paid,US,PLN,2024-04-25,2024-05-08,web
O000022327,C0011565,paid,US,USD,2023-04-30,2023-05-02,web
O000022328,C0000015,delivered,FR,GBP,2024-02-06,2024-02-07,partner
O000022329,C0011753,delivered,PL,USD,2023-07-03,2023-07-10,mobile
O000022330,C0011950,created,FR,USD,2023-11-30,2023-12-02,mobile
O000022331,C00011535,paid,ES,EUR,2023-09-10,2023-09-11,web
O000022332,C0000640,paid,GB,USD,2023-11-16,2023-11-25,web
O000022333, C0009247 ,shipped,US,EUR,2024-06-26,2024-07-04,partner
O000022334,C0009673,delivered,SE,EUR,2023-12-08,2023-12-13,mobile
O000022335,C0002613,paid,SE,EUR,2025-05-02,2025-05-03,mobile
O000022336,C0008519,shipped,NL,USD,2024-09-05,2024-09-19,web
O000022337,C0008109,cancelled,PL,EUR,2023-08-07,2023-08-11,web
O000022338,C0010763,paid,US,EUR,2023-06-22,2023-07-05,partner
O000022339,C0006737,delivered,PL,EUR,2024-03-07,2024-03-17,web
O000022340,C0007299,refunded,US,USD,2024-06-18,2024-06-20,partner
O000022341,C0004669,cancelled,SE,EUR,2023-03-28,2023-03-30,web
O000022342,C0004291,delivered,ES,EUR,2023-12-10,2023-12-19,mobile
O000022343,C0004173,refunded,US,PLN,2025-04-02,2025-04-05,web
O000022344,C0000825,refunded,US,EUR,2023-08-24,2023-09-07,mobile
O000022345,C0002921,paid,SE,EUR,2023-02-12,2023-02-25,web
O000022346,C0004399,paid,DE,EUR,2024-10-02,2024-10-11,partner
O000022347,C0002447,delivered,US,EUR,2023-02-11,2023-02-11,mobile
O000022348,C0005562,paid,PL,EUR,2024-09-30,2024-10-06,mobile
O000022349,C0003840,paid,NL,USD,2023-04-30,2023-05-08,web
O000022350,C0003517,cancelled,GB,EUR,2023-02-25,2023-02-28,web
O000022351,C0004164,delivered,DE,USD,2023-11-01,2023-11-11,partner
O000022352,C0005643,paid,DE,USD,2023-11-28,2023-12-07,mobile
O000022353,C0008640,paid,US,EUR,2023-09-19,2023-09-20,partner
O000022354,C0006378,delivered,FR,USD,2024-06-15,2024-06-29,mobile
O000022355,C0002356,cancelled,PL,EUR,2023-08-16,2023-08-30,partner
O000022356,C0009159,paid,GB,EUR,2024-12-05,2024-12-16,web
O000022357,C0007166,paid,US,EUR,2025-04-21,2025-04-30,partner
O000022358,C0008684,shipped,PL,USD,2024-06-25,2024-07-05,partner
O000022359,C0002760,paid,PL,PLN,2025-02-07,2025-02-19,mobile
O000022360,C0001804,shipped,PL,EUR,2024-08-21,2024-08-26,mobile
O000022361,C0006658,created,ES,PLN,2024-09-26,2024-09-28,web
O000022362,C0001128,paid,GB,EUR,2023-01-20,2023-02-03,partner
O000022363,C0010453,paid,US,EUR,2024-03-01,2024-03-09,web
O000022364,C0007115,created,FR,EUR,2025-06-01,2025-06-02,partner
O000022365,C0007904,paid,GB,EUR,2023-05-30,2023-06-02,mobile
O000022366,C0007039,delivered,SE,EUR,2024-09-28,2024-10-04,web
O000022367,C0010079,paid,DE,USD,2024-06-21,2024-07-01,mobile
O000022368,C0001856,paid,SE,EUR,2024-04-17,2024-04-24,partner
O000022369,C0004751,refunded,NL,EUR,2024-12-15,2024-12-22,partner
O000022370,C0008056,paid,PL,USD,2023-10-11,2023-10-16,mobile
O000022371,C0009103,delivered,GB,USD,2024-07-28,2024-07-29,web
O000022372,C0000311,shipped,PL,USD,2024-03-09,2024-03-11,web
O000022373,C0006449,created,GB,USD,2023-10-26,2023-10-26,mobile
O000022374,C0000587,delivered,FR,USD,2024-07-11,2024-07-17,mobile
O000022375,C0006842,cancelled,US,USD,2023-10-14,2023-10-18,mobile
O000022376,C0007389,shipped,DE,EUR,2023-01-26,2023-02-06,mobile
O000022377,C00004214,delivered,PL,EUR,2024-07-31,2024-08-02,web
O000022378,C0011156,created,NL,USD,2023-08-25,2023-09-08,mobile
O000022379,C0008406,paid,GB,EUR,2023-07-12,2023-07-13,web
O000022380,C0005937,cancelled,NL,USD,2023-04-13,2023-04-27,web
O000022381,C0009862,delivered,US,USD,2024-04-04,2024-04-13,mobile
O000022382,C0010191,shipped,FR,USD,2024-10-11,2024-10-17,mobile
O000022383,C0010446,delivered,US,EUR,2024-03-21,2024-03-28,partner
O000022384,C0006563,paid,GB,EUR,2025-05-09,2025-05-09,web
O000022385,C0005147,delivered,US,USD,2023-01-01,2023-01-06,partner
O000022386,C0003010,shipped,US,EUR,2024-12-29,2025-01-06,partner
O000022387,C0004547,refunded,GB,GBP,2023-04-24,2023-05-03,web
O000022388,C0000764,created,DE,EUR,2025-05-09,2025-05-23,mobile
O000022389,C0010447,paid,US,EUR,2023-07-10,2023-07-14,mobile
O000022390,C0007197,paid,NL,EUR,2024-03-06,2024-03-17,web
O000022391,C0006681,shipped,PL,USD,2023-04-19,2023-04-21,mobile
O000022392,C0006050,created,US,EUR,2023-12-02,2023-12-14,mobile
O000022393,C0010108,delivered,NL,EUR,2024-11-16,2024-11-23,web
O000022394,C0005462,created,GB,EUR,2024-11-03,2024-11-09,partner
O000022395,C0008601,shipped,GB,EUR,2023-02-14,2023-02-27,web
O000022396,C00008647,delivered,PL,USD,2023-05-08,2023-05-18,web
O000022397,C0003778,paid,PL,USD,2025-02-05,2025-02-12,web
O000022398,C0000650,shipped,NL,USD,2023-07-01,2023-07-11,web
O000022399,C0006710,paid,PL,USD,2024-12-15,2024-12-22,mobile
O000022400,C0006744,delivered,US,EUR,2023-12-22,2023-12-26,web
O000022401,C0004490,paid,SE,USD,2023-08-10,2023-08-17,partner
O000022402,C0010405,cancelled,US,EUR,2024-03-12,2024-03-18,web
O000022403,C0011350,refunded,ES,USD,2025-06-05,2025-06-05,web
O000022404,C0001370,paid,DE,EUR,2023-03-01,2023-03-12,partner
O000022405,C0002543,paid,NL,USD,2024-03-14,2024-03-16,partner
O000022406,C0011444,shipped,US,USD,2025-01-04,2025-01-18,mobile
O000022407,C0009038,shipped,DE,EUR,2024-12-11,2024-12-23,partner
O000022408,C0009040,delivered,GB,USD,2023-04-25,2023-04-26,web
O000022409,c0008117,shipped,US,GBP,2024-08-30,2024-09-05,partner
O000022410,C0008227,created,US,EUR,2023-10-16,2023-10-19,web
O000022411,C0001831,created,ES,USD,2025-06-13,2025-06-17,partner
O000022412,C0011066,cancelled,GB,EUR,2023-10-25,2023-11-05,web
O000022413,C0007403,shipped,PL,EUR,2023-08-15,2023-08-18,web
O000022414,C0009842,delivered,US,EUR,2024-09-22,2024-09-24,web
O000022415,C0003791,created,GB,EUR,2023-10-01,2023-10-02,partner
O000022416,C0007629,shipped,DE,EUR,2025-03-11,2025-03-21,web
O000022417,c0009673,delivered,US,USD,2023-05-23,2023-05-29,mobile
O000022418,C0005238,delivered,ES,USD,2024-10-20,2024-10-21,web
O000022419,C0002082,delivered,US,PLN,2025-04-03,2025-04-05,web
O000022420,C0010599,paid,US,USD,2024-02-27,2024-03-08,partner
O000022421,C0001670,delivered,PL,USD,2025-04-27,2025-05-10,mobile
O000022422,C0002197,created,US,USD,2023-12-01,2023-12-15,partner
O000022423,C0001626,created,FR,USD,2024-01-11,2024-01-18,mobile
O000022424,C0003153,refunded,ES,EUR,2023-06-22,2023-06-22,web
O000022425,C0002207,shipped,US,USD,2023-06-01,2023-06-09,partner
O000022426,C0006786,delivered,SE,USD,2025-01-21,2025-01-23,web
O000022427,C0007512,cancelled,PL,EUR,2024-03-21,2024-03-23,mobile
O000022428,C0005985,shipped,DE,USD,2023-11-06,2023-11-18,mobile
O000022429,C0001565,delivered,GB,EUR,2024-06-27,2024-07-01,mobile
O000022430,C0005678,created,ES,EUR,2023-03-07,2023-03-19,partner
O000022431,C0005163,delivered,ES,EUR,2025-06-17,2025-06-24,web
O000022432,C0006853,shipped,FR,USD,2024-06-02,2024-06-13,partner
O000022433,C0007102,created,US,EUR,2023-08-28,2023-08-29,mobile
O000022434,C0011443,delivered,PL,EUR,2024-12-20,2024-12-20,partner
O000022435,C0005867,shipped,GB,EUR,2024-04-06,2024-04-09,mobile
O000022436,C0002813,created,DE,EUR,2023-03-27,2023-04-07,web
O000022437,C0002957,delivered,GB,EUR,2023-09-10,2023-09-12,mobile
O000022438,C0004533,paid,DE,EUR,2025-02-17,2025-02-20,mobile
O000022439,C0002459,delivered,GB,EUR,2024-10-05,2024-10-08,mobile
O000022440,C0004268,delivered,ES,USD,2024-03-26,2024-03-28,partner
O000022441,C0006251,paid,SE,EUR,2025-02-03,2025-02-03,mobile
O000022442,c0011886,shipped,US,EUR,2024-12-16,2024-12-16,web
O000022443,C0001869,delivered,SE,EUR,2023-04-02,2023-04-07,partner
O000022444,C0011321,created,GB,EUR,2024-12-19,2024-12-28,web
O000022445,C0008015,cancelled,DE,EUR,2023-05-31,2023-06-01,mobile
O000022446,C0005686,delivered,ES,EUR,2024-07-14,2024-07-17,partner
O000022447,C0009573,delivered,US,EUR,2023-03-09,2023-03-20,mobile
O000022448,C0004547,paid,US,EUR,2023-10-24,2023-11-01,mobile
O000022449,C0001157,created,SE,EUR,2025-02-07,2025-02-10,partner
O000022450,C0000586,paid,US,USD,2023-05-05,2023-05-18,partner
O000022451,C0010930,paid,US,USD,2024-10-25,2024-11-08,partner
O000022452,C0007790,paid,US,USD,2025-02-18,2025-02-24,partner
O000022453,C0001118,paid,GB,EUR,2024-04-24,2024-05-03,web
O000022454,C0011228,refunded,US,USD,2024-08-11,2024-08-15,web
O000022455,C0002051,delivered,US,EUR,2023-10-19,2023-10-24,partner
O000022456,C0010926,cancelled,PL,EUR,2023-07-04,2023-07-16,mobile
O000022457,C0001702,paid,NL,USD,2025-01-02,2025-01-13,web
O000022458,C0005712,shipped,ES,EUR,2024-04-21,2024-04-25,web
O000022459,C0005272,paid,DE,EUR,2024-10-07,2024-10-20,partner
O000022460,C0008428,delivered,GB,EUR,2023-01-30,2023-02-06,partner
O000022461,C0011713,delivered,US,USD,2025-02-20,2025-03-01,web
O000022462,C0000189,delivered,DE,PLN,2025-05-15,2025-05-25,partner
O000022463,C0004411,delivered,PL,PLN,2024-03-18,2024-04-01,web
O000022464,C0009447,shipped,FR,EUR,2024-10-27,2024-11-04,web
O000022465,C0002986,paid,DE,EUR,2025-04-02,2025-04-06,web
O000022466,C0010957,shipped,US,EUR,2024-10-24,2024-11-03,partner
O000022467,C0010463,paid,PL,EUR,2023-08-18,2023-08-29,mobile
O000022468,C0003279,paid,PL,USD,2023-03-16,2023-03-29,mobile
O000022469,C0010918,paid,NL,EUR,2024-06-23,2024-07-06,web
O000022470,C0003838,cancelled,SE,EUR,2024-04-03,2024-04-13,web
O000022471,C0003076,delivered,DE,EUR,2023-11-16,2023-11-20,mobile
O000022472,C0003899,shipped,DE,USD,2023-10-18,2023-10-25,mobile
O000022473,C0003910,paid,US,USD,2023-11-12,2023-11-21,partner
O000022474,C0010508,delivered,PL,EUR,2023-08-20,2023-08-22,mobile
O000022475,C0001083,paid,PL,EUR,2024-05-09,2024-05-12,mobile
O000022476,C0000848,shipped,GB,EUR,2023-09-30,2023-10-11,web
O000022477,C0004080,paid,DE,PLN,2024-10-18,2024-10-21,mobile
O000022478,C0010204,refunded,SE,PLN,2024-03-20,2024-03-28,web
O000022479,C0008216,created,US,EUR,2025-03-25,2025-03-29,web
O000022480,C0003695,paid,SE,EUR,2023-03-31,2023-04-02,web
O000022481,C0002249,cancelled,ES,USD,2023-03-31,2023-04-08,partner
O000022482,C0000436,paid,PL,EUR,2025-04-05,2025-04-19,mobile
O000022483,C0009970,paid,US,EUR,2025-05-31,2025-06-01,web
O000022484,C0000521,paid,US,EUR,2024-01-12,2024-01-18,web
O000022485,C0002025,delivered,ES,EUR,2025-06-01,2025-06-04,web
O000022486,C0006289,delivered,GB,USD,2025-01-24,2025-01-24,web
O000022487,C0011088,delivered,US,USD,2024-04-16,2024-04-21,partner
O000022488,C0008119,created,US,EUR,2025-02-25,2025-03-10,web
O000022489,C0007214,delivered,PL,EUR,2023-03-19,2023-03-22,mobile
O000022490,C0011954,refunded,SE,USD,2023-12-08,2023-12-15,mobile
O000022491,C0007014,paid,US,EUR,2025-02-15,2025-03-01,mobile
O000022492,C0007648,shipped,PL,PLN,2024-07-14,2024-07-19,web
O000022493,C0010810,created,PL,EUR,2023-02-27,2023-03-08,mobile
O000022494,C0004749,paid,GB,EUR,2023-07-19,2023-07-21,mobile
O000022495,C0001940,shipped,NL,EUR,2023-12-10,2023-12-20,web
O000022496,C0009339,delivered,GB,PLN,2025-01-19,2025-01-20,web
O000022497,C0004354,paid,FR,EUR,2023-02-19,2023-02-28,mobile
O000022498,C0008180,delivered,DE,EUR,2023-11-18,2023-11-30,web
O000022499,C0006545,created,US,EUR,2025-02-16,2025-02-23,partner
O000022500,C0011495,paid,NL,EUR,2025-04-25,2025-04-28,web
O000022501,C0007556,delivered,US,EUR,2023-07-07,2023-07-07,web
O000022502,C0009442,delivered,US,EUR,2023-08-03,2023-08-14,mobile
O000022503,C0007258,delivered,FR,EUR,2024-11-09,2024-11-22,partner
O000022504,C0005000,shipped,US,EUR,2023-12-14,2023-12-16,partner
O000022505,C0002111,delivered,DE,EUR,2023-06-01,2023-06-11,partner
O000022506,C0008334,paid,US,EUR,2024-06-02,2024-06-03,partner
O000022507,C0008187,delivered,US,USD,2025-01-13,2025-01-18,mobile
O000022508,C0000821,delivered,US,EUR,2023-04-07,2023-04-10,mobile
O000022509,C0007464,refunded,DE,EUR,2025-04-15,2025-04-21,web
O000022510,C0001235,refunded,ES,GBP,2024-12-26,2024-12-28,mobile
O000022511,C0000157,delivered,FR,USD,2024-01-23,2024-01-31,mobile
O000022512,C0007472,delivered,GB,EUR,2023-10-12,2023-10-21,web
O000022513,C0002400,paid,SE,EUR,2024-05-31,2024-06-03,partner
O000022514,C0003777,cancelled,SE,USD,2024-03-01,2024-03-10,mobile
O000022515,C0007018,delivered,US,EUR,2025-02-20,2025-03-06,partner
O000022516,C0005467,cancelled,GB,EUR,2024-07-17,2024-07-23,partner
O000022517,C0007085,paid,SE,GBP,2025-02-07,2025-02-12,web
O000022518,C0003966,created,US,EUR,2024-03-13,2024-03-17,web
O000022519,C0011532,paid,GB,EUR,2024-01-08,2024-01-15,mobile
O000022520,C0002266,shipped,NL,USD,2024-08-12,2024-08-19,web
O000022521,C0009238,paid,DE,EUR,2023-03-04,2023-03-07,mobile
O000022522,C0007224,paid,GB,USD,2024-11-25,2024-11-27,web
O000022523,C0009447,refunded,US,EUR,2024-08-11,2024-08-24,mobile
O000022524,C0000195,paid,NL,USD,2024-10-13,2024-10-15,web
O000022525, C0011433 ,delivered,ES,EUR,2024-10-15,2024-10-24,web
O000022526,C0002064,paid,DE,USD,2025-01-03,2025-01-09,web
O000022527,C0002332,cancelled,PL,USD,2024-11-04,2024-11-11,partner
O000022528, C0005079 ,cancelled,ES,EUR,2023-11-10,2023-11-11,partner
O000022529,C0004328,created,US,USD,2023-04-09,2023-04-15,mobile
O000022530,C0000294,delivered,PL,EUR,2024-12-07,2024-12-12,web
O000022531,C0004630,delivered,ES,USD,2023-01-23,2023-02-02,web
O000022532,C0002157,created,PL,EUR,2025-05-03,2025-05-03,partner
O000022533,C0005838,paid,PL,PLN,2024-01-15,2024-01-18,web
O000022534,C0000688,delivered,PL,USD,2023-04-09,2023-04-16,partner
O000022535,C0010211,refunded,US,USD,2023-11-05,2023-11-12,partner
O000022536,C0001247,shipped,US,USD,2023-07-29,2023-08-07,web
O000022537,C0002188,delivered,DE,EUR,2023-08-14,2023-08-17,web
O000022538,C0003036,cancelled,US,EUR,2024-09-16,2024-09-18,web
O000022539,C0004234,paid,FR,USD,2025-05-12,2025-05-20,mobile
O000022540,C0002958,delivered,PL,EUR,2024-01-10,2024-01-15,web
O000022541,C0008153,refunded,NL,EUR,2023-11-06,2023-11-06,mobile
O000022542,C0004260,created,US,EUR,2023-01-04,2023-01-07,partner
O000022543,C0010017,created,FR,EUR,2024-09-12,2024-09-17,web
O000022544,C0011439,paid,PL,EUR,2024-05-23,2024-05-28,web
O000022545,C0011607,delivered,SE,USD,2023-11-27,2023-12-08,mobile
O000022546,C0005139,shipped,PL,EUR,2024-09-13,2024-09-19,mobile
O000022547,C0008788,paid,ES,EUR,2023-09-23,2023-10-06,mobile
O000022548,C0008176,paid,DE,PLN,2025-04-07,2025-04-18,partner
O000022549,C0008529,created,PL,USD,2025-05-15,2025-05-24,partner
O000022550,C0005839,paid,FR,EUR,2023-12-21,2023-12-31,partner
O000022551,C0005141,refunded,US,EUR,2024-11-14,2024-11-23,mobile
O000022552,C0008761,shipped,FR,EUR,2023-12-10,2023-12-22,partner
O000022553,C0003194,paid,PL,EUR,2023-10-17,2023-10-24,mobile
O000022554,C0007437,shipped,ES,EUR,2023-04-21,2023-05-03,web
O000022555,C0006729,delivered,PL,USD,2023-11-26,2023-12-03,web
O000022556,C0006744,delivered,GB,USD,2024-07-04,2024-07-05,web
O000022557,C0004259,shipped,US,EUR,2025-03-14,2025-03-26,partner
O000022558,C0010136,delivered,US,EUR,2023-09-26,2023-10-07,web
O000022559,C0003919,cancelled,ES,EUR,2024-07-21,2024-07-28,partner
O000022560,C00010068,delivered,ES,USD,2024-04-11,2024-04-22,mobile
O000022561,C0000386,paid,DE,EUR,2025-05-28,2025-06-02,mobile
O000022562,C0001881,shipped,US,USD,2023-06-07,2023-06-19,mobile
O000022563,C0005049,created,US,USD,2023-10-25,2023-11-08,mobile
O000022564,C0011924,delivered,NL,USD,2023-06-07,2023-06-17,web
O000022565,C0010973,paid,US,USD,2023-01-30,2023-02-09,partner
O000022566,C0000976,paid,US,USD,2024-09-15,2024-09-16,mobile
O000022567,C0007884,cancelled,PL,EUR,2023-05-14,2023-05-18,partner
O000022568,C0008488,created,PL,USD,2024-08-17,2024-08-21,partner
O000022569,C0005210,delivered,DE,USD,2023-11-27,2023-12-02,web
O000022570,C0008992,shipped,SE,EUR,2023-08-08,2023-08-22,web
O000022571,C0011957,shipped,GB,USD,2023-02-19,2023-03-03,web
O000022572,C0002929,paid,NL,USD,2023-01-24,2023-02-03,partner
O000022573,C0004244,created,GB,EUR,2024-06-28,2024-07-11,mobile
O000022574,C0009399,shipped,SE,EUR,2025-05-20,2025-05-30,mobile
O000022575,C0003308,paid,PL,PLN,2025-05-09,2025-05-17,partner
O000022576,C0006848,shipped,SE,EUR,2024-04-04,2024-04-05,web
O000022577,C0008476,refunded,FR,EUR,2023-05-20,2023-05-30,mobile
O000022578,C0004457,paid,DE,EUR,2023-11-27,2023-11-27,partner
O000022579,C0007442,cancelled,US,PLN,2025-01-11,2025-01-25,mobile
O000022580,C0000090,paid,NL,EUR,2025-04-03,2025-04-12,mobile
O000022581,C00002482,delivered,DE,USD,2024-09-04,2024-09-14,partner
O000022582,C0006126,refunded,US,EUR,2024-05-17,2024-05-29,partner
O000022583,C0008109,shipped,DE,EUR,2024-05-23,2024-05-31,web
O000022584,C0005335,paid,NL,EUR,2024-11-27,2024-12-03,mobile
O000022585,C0005936,paid,PL,PLN,2023-06-03,2023-06-11,partner
O000022586,C0005411,shipped,ES,EUR,2023-08-02,2023-08-14,partner
O000022587,C0001144,cancelled,FR,EUR,2023-01-21,2023-01-28,partner
O000022588,C0008608,shipped,US,EUR,2025-02-03,2025-02-15,mobile
O000022589,C0011753,delivered,US,PLN,2024-11-16,2024-11-18,partner
O000022590,C0006133,paid,PL,EUR,2025-05-07,2025-05-09,web
O000022591,C0007820,delivered,US,EUR,2025-02-24,2025-02-24,partner
O000022592,C0010783,delivered,GB,EUR,2023-10-17,2023-10-18,mobile
O000022593,C0006803,paid,PL,EUR,2024-08-24,2024-08-31,partner
O000022594,C0004323,created,GB,EUR,2024-10-15,2024-10-18,partner
O000022595,C0005160,paid,US,EUR,2024-02-29,2024-03-05,mobile
O000022596,C0011654,cancelled,GB,EUR,2025-02-16,2025-02-23,web
