payment_id,order_id,status,amount,currency,created_date
PAY0000020876, O000020876 ,captured,40.88,PLN,2024-06-11
PAY0000020877,O000020877,captured,17.66,EUR,2023-01-22
PAY0000020878,O000020878,authorized,52.03,EUR,2024-01-29
PAY0000020879,O000020879,captured,6.64,PLN,2025-03-08
PAY0000020880,O000020880,captured,15.61,USD,2024-09-03
PAY0000020881,O000020881,captured,25.8,PLN,2023-04-06
PAY0000020882,O000020882,authorized,44.52,EUR,2025-02-22
PAY0000020884,O000020884,captured,14.18,EUR,2024-06-13
PAY0000020885,O000020885,captured,43.53,USD,2023-02-12
PAY0000020886,O000020886,captured,28.93,EUR,2023-12-13
PAY0000020887,O000020887,captured,43.62,USD,2024-05-11
PAY0000020888,O000020888,captured,35.75,EUR,2023-10-26
PAY0000020889,O000020889,partial_refund,33.94,USD,2023-09-06
PAY0000020890,O000020890,captured,13.14,USD,2024-07-30
PAY0000020891,O000020891,refunded,15.92,EUR,2024-01-06
PAY0000020892,O000020892,refunded,51.48,EUR,2024-03-27
PAY0000020893,O000020893,captured,19.14,EUR,2024-11-27
PAY0000020894, O000020894 ,captured,11.17,EUR,2023-12-18
PAY0000020896,O000020896,failed,42.42,PLN,2024-02-23
PAY0000020897,O000020897,captured,11.2,EUR,2023-04-25
PAY0000020898,O000020898,partial_refund,32.18,PLN,2024-10-08
PAY0000020899,O000020899,refunded,97.07,EUR,2024-04-11
PAY0000020900,O000020900,captured,43.9,PLN,2025-01-03
PAY0000020901,O000020901,refunded,31.56,USD,2024-12-26
PAY0000020902,O000020902,captured,16.22,EUR,2023-10-15
PAY0000020903,O000020903,partial_refund,13.16,EUR,2023-02-12
PAY0000020904,O000020904,partial_refund,11.87,EUR,2024-12-30
PAY0000020907,O000020907,refunded,16.81,USD,2024-02-28
PAY0000020908,O000020908,refunded,60.34,PLN,2025-04-10
PAY0000020909,O000020909,captured,71.13,EUR,2024-03-29
PAY0000020910,O000020910,captured,17.19,EUR,2024-09-27
PAY0000020911,O000020911,captured,8.56,EUR,2023-03-20
PAY0000020912,O000020912,captured,9.24,EUR,2023-05-21
PAY0000020913, O000020913 ,captured,38.03,EUR,2023-06-22
PAY0000020915,O000020915,captured,49.58,USD,2023-05-21
PAY0000020916,O000020916,refunded,65.64,EUR,2024-01-31
PAY0000020917,O000020917,captured,65.27,EUR,2023-02-25
PAY0000020918,O000020918,captured,20.78,EUR,2025-06-19
PAY0000020919,O000020919,captured,38.52,USD,2023-09-26
PAY0000020920,O000020920,captured,57.65,USD,2024-02-16
PAY0000020921,O000020921,captured,14.93,EUR,2023-03-06
PAY0000020922,O000020922,captured,34.18,EUR,2024-10-08
PAY0000020923,O000020923,captured,25.99,EUR,2024-05-06
PAY0000020925,O000020925,captured,31.77,EUR,2023-05-19
PAY0000020926,O000020926,refunded,52.96,USD,2023-02-02
PAY0000020927,O000020927,partial_refund,17.48,GBP,2024-05-12
PAY0000020928,O000020928,captured,61.59,EUR,2024-03-05
PAY0000020929,O000020929,captured,35.24,EUR,2024-08-16
PAY0000020930,o000020930,captured,31.93,PLN,2025-06-07
PAY0000020931,O000020931,captured,11.63,USD,2025-01-26
PAY0000020932,O000020932,captured,36.2,EUR,2025-01-13
PAY0000020933,O000020933,captured,16.11,EUR,2024-11-25
PAY0000020934,O000020934,captured,19.84,USD,2025-02-20
PAY0000020935,O000020935,captured,8.59,EUR,2023-09-18
PAY0000020936,O000020936,refunded,40.61,EUR,2024-03-18
PAY0000020937,O000020937,captured,21.09,EUR,2025-05-21
PAY0000020938,O000020938,captured,40.31,USD,2024-06-27
PAY0000020939,O000020939,failed,13.51,USD,2025-01-27
PAY0000020940,O000020940,captured,50.56,USD,2024-05-03
PAY0000020941,O000020941,captured,32.21,USD,2024-04-19
PAY0000020942,O000020942,captured,26.29,EUR,2023-04-10
PAY0000020943,O000020943,captured,68.88,PLN,2023-06-29
PAY0000020944,O000020944,captured,31.2,PLN,2024-09-23
PAY0000020945,O000020945,captured,25.92,USD,2024-07-09
PAY0000020946,O000020946,refunded,33.68,USD,2024-02-26
PAY0000020947,O000020947,authorized,19.24,EUR,2023-01-13
PAY0000020948,O000020948,captured,60.83,USD,2023-03-05
PAY0000020949,O000020949,refunded,11.53,PLN,2024-08-26
PAY0000020950,O000020950,authorized,22.95,USD,2023-01-08
PAY0000020951,O000020951,captured,19.3,USD,2023-09-16
PAY0000020952,O000020952,captured,44.88,PLN,2024-10-18
PAY0000020953,O000020953,authorized,138.42,USD,2025-04-21
PAY0000020954,O000020954,captured,8.28,USD,2023-03-24
PAY0000020955,O000020955,captured,48.38,USD,2024-06-24
PAY0000020956,O000020956,captured,25.23,EUR,2024-01-12
PAY0000020957,O000020957,captured,27.08,EUR,2023-11-10
PAY0000020958,O000020958,captured,14.72,EUR,2024-12-24
PAY0000020959,O000020959,authorized,7.59,GBP,2024-09-05
PAY0000020960,O000020960,captured,24.92,USD,2024-09-26
PAY0000020961,O000020961,captured,22.9,USD,2023-04-05
PAY0000020962,O000020962,captured,34.21,USD,2024-01-08
PAY0000020963,O000020963,authorized,22.45,EUR,2024-03-17
PAY0000020965,O000020965,captured,15.75,USD,2023-07-16
PAY0000020966,O000020966,failed,46.9,USD,2024-06-19
PAY0000020967,O000020967,captured,33.9,EUR,2024-06-17
PAY0000020968,O000020968,captured,19.56,PLN,2024-11-14
PAY0000020970,O000020970,captured,8.94,EUR,2023-05-09
PAY0000020971,O000020971,refunded,13.29,PLN,2025-03-26
PAY0000020973,O000020973,captured,9.3,EUR,2024-09-22
PAY0000020974,O000020974,captured,56.99,EUR,2025-03-24
PAY0000020975,O000020975,captured,8.21,USD,2023-03-01
PAY0000020976,O000020976,captured,15.9,USD,2025-04-06
PAY0000020977,O000020977,authorized,35.93,USD,2025-01-01
PAY0000020978,O000020978,captured,42.96,EUR,2023-02-09
PAY0000020980,O000020980,captured,30.39,EUR,2025-03-18
PAY0000020981,O000020981,captured,40.01,EUR,2023-09-12
PAY0000020982,O000020982,authorized,41.94,EUR,2023-12-11
PAY0000020983, O000020983 ,partial_refund,106.21,EUR,2023-07-11
PAY0000020984,O000020984,partial_refund,25.13,USD,2025-04-23
PAY0000020985,O000020985,captured,8.34,EUR,2024-04-07
PAY0000020986,O000020986,captured,36.92,EUR,2025-04-25
PAY0000020987,O000020987,captured,5.21,EUR,2023-03-05
PAY0000020988,O000020988,captured,10.69,EUR,2023-05-26
PAY0000020989,O000020989,partial_refund,22.45,USD,2024-02-03
PAY0000020990,O000020990,captured,48.01,USD,2025-01-12
PAY0000020991,O000020991,captured,20.13,EUR,2024-10-28
PAY0000020992,O000020992,captured,19.99,EUR,2023-11-30
PAY0000020993,O000020993,captured,16.91,EUR,2024-07-25
PAY0000020995,O000020995,authorized,67.62,USD,2023-09-18
PAY0000020996,O000020996,failed,22.66,GBP,2025-03-27
PAY0000020997,O000020997,captured,14.66,EUR,2023-12-01
PAY0000020999,O000020999,captured,22.28,EUR,2024-04-23
PAY0000021000,O000021000,captured,39.26,EUR,2023-05-17
PAY0000021001,O000021001,captured,21.44,GBP,2023-02-13
PAY0000021002,O000021002,captured,23.93,USD,2023-06-25
PAY0000021003,O000021003,captured,14.16,USD,2025-05-06
PAY0000021004,O000021004,captured,17.78,EUR,2023-11-02
PAY0000021005,O000021005,captured,70.67,EUR,2024-08-26
PAY0000021006,O000021006,authorized,24.34,EUR,2024-02-23
PAY0000021007,O000021007,captured,8.65,USD,2025-05-16
PAY0000021008,O000021008,failed,30.11,EUR,2023-12-02
PAY0000021009,O000021009,captured,14.28,EUR,2023-07-07
PAY0000021010,O000021010,authorized,17.03,EUR,2025-02-19
PAY0000021011,O000021011,captured,15.77,USD,2023-10-13
PAY0000021012,O000021012,captured,36.85,EUR,2024-12-09
PAY0000021013,O000021013,captured,40.38,PLN,2025-05-08
PAY0000021014, O000021014 ,captured,20.51,EUR,2023-04-23
PAY0000021015,O000021015,captured,24.89,EUR,2024-04-26
PAY0000021016,O000021016,authorized,20.6,EUR,2023-11-08
PAY0000021017,O000021017,partial_refund,23.27,EUR,2025-06-08
PAY0000021020,O000021020,refunded,27.78,USD,2024-06-30
PAY0000021021,O000021021,captured,9.74,GBP,2023-06-20
PAY0000021022,O000021022,captured,32.19,USD,2024-10-22
PAY0000021023,O000021023,captured,29.64,EUR,2023-05-18
PAY0000021024,O000021024,captured,14.8,EUR,2023-08-05
PAY0000021025,O000021025,captured,12.14,EUR,2025-03-01
PAY0000021026,O000021026,authorized,17.22,EUR,2024-04-11
PAY0000021027,O000021027,captured,43.2,USD,2023-06-26
PAY0000021028,O000021028,captured,20.63,EUR,2023-01-12
PAY0000021029,O000021029,captured,29.75,USD,2023-06-21
PAY0000021030,O000021030,captured,30.09,EUR,2024-10-24
PAY0000021031,O000021031,captured,12.79,USD,2024-06-12
PAY0000021033, O000021033 ,failed,86.9,GBP,2024-08-15
PAY0000021034,O000021034,captured,7.49,EUR,2024-05-18
PAY0000021036,O000021036,captured,23.12,EUR,2025-05-28
PAY0000021037,O000021037,partial_refund,9.37,USD,2023-10-24
PAY0000021038,O000021038,captured,11.4,USD,2023-09-14
PAY0000021039,O000021039,partial_refund,22.55,USD,2025-05-17
PAY0000021040,O000021040,refunded,62.23,USD,2024-08-03
PAY0000021041,O000021041,captured,77.06,EUR,2025-01-24
PAY0000021042,O000021042,partial_refund,33.7,EUR,2025-04-18
PAY0000021043,O000021043,refunded,37.1,EUR,2025-03-21
PAY0000021044,O000021044,captured,11.16,USD,2023-05-09
PAY0000021045,O000021045,captured,17.51,EUR,2024-01-06
PAY0000021046,O000021046,captured,11.1,EUR,2025-01-16
PAY0000021047,O000021047,captured,24.58,EUR,2023-04-06
PAY0000021049,O000021049,partial_refund,60.83,EUR,2025-06-08
PAY0000021050,O000021050,captured,20.4,EUR,2024-04-12
PAY0000021051,O000021051,captured,8.73,EUR,2024-04-02
PAY0000021052,O000021052,authorized,37.6,EUR,2023-10-20
PAY0000021053,O000021053,captured,22.88,USD,2023-01-03
PAY0000021054,O000021054,authorized,28.16,EUR,2024-06-17
PAY0000021055,O000021055,captured,33.42,EUR,2023-08-20
PAY0000021057,O000021057,captured,44.61,EUR,2024-10-13
PAY0000021059,O000021059,authorized,16.61,EUR,2024-05-15
PAY0000021060,O000021060,failed,42.11,EUR,2025-01-28
PAY0000021061,O000021061,refunded,15.17,EUR,2024-04-13
PAY0000021062,O000021062,captured,20.47,EUR,2024-04-27
PAY0000021063,O000021063,authorized,17.33,EUR,2023-07-20
PAY0000021064,O000021064,captured,5.05,EUR,2024-04-27
PAY0000021065,O000021065,authorized,17.88,USD,2023-03-18
PAY0000021066,O000021066,captured,16.95,EUR,2023-01-19
PAY0000021067,O000021067,failed,24.6,EUR,2023-11-06
PAY0000021068,O000021068,refunded,11.59,EUR,2024-05-17
PAY0000021069,O000021069,refunded,50.46,EUR,2023-02-07
PAY0000021070,O000021070,captured,14.92,USD,2023-11-07
PAY0000021071,O000021071,captured,4.02,EUR,2024-09-20
PAY0000021072,O000021072,captured,26.64,USD,2025-05-21
PAY0000021073,O000021073,captured,28.96,EUR,2025-04-02
PAY0000021074, O000021074 ,failed,35.22,EUR,2024-05-01
PAY0000021075,O000021075,captured,14.73,EUR,2023-03-14
PAY0000021076,O000021076,captured,66.65,EUR,2025-01-26
PAY0000021077,O000021077,captured,15.39,USD,2024-12-22
PAY0000021078,O000021078,failed,52.65,USD,2023-06-13
PAY0000021079,O000021079,refunded,54.8,USD,2024-02-16
PAY0000021080,O000021080,partial_refund,32.6,EUR,2023-01-18
PAY0000021081,O000021081,captured,80.52,EUR,2024-04-04
PAY0000021082,O000021082,captured,49.52,EUR,2025-03-28
PAY0000021083, O000021083 ,failed,14.78,EUR,2023-06-28
PAY0000021084,O000021084,captured,15.31,EUR,2023-10-07
PAY0000021085,O000021085,captured,45.74,USD,2023-03-11
PAY0000021086,O000021086,captured,52.14,EUR,2025-01-22
PAY0000021087,O000021087,failed,20.3,EUR,2025-06-10
PAY0000021088,O000021088,authorized,7.67,PLN,2023-02-17
PAY0000021089,O000021089,captured,11.33,EUR,2024-01-12
PAY0000021090,O000021090,captured,11.23,EUR,2025-05-04
PAY0000021091,O000021091,captured,23.34,USD,2024-10-26
PAY0000021092,o000021092,captured,18.89,USD,2023-09-02
PAY0000021093,O000021093,captured,31.93,EUR,2023-05-12
PAY0000021094,O000021094,captured,25.62,GBP,2024-03-20
PAY0000021095,O000021095,captured,8.39,USD,2025-06-07
PAY0000021096,O000021096,authorized,50.21,EUR,2023-04-10
PAY0000021097,O000021097,captured,129.9,EUR,2023-09-09
PAY0000021098,O000021098,captured,62.35,EUR,2023-03-15
PAY0000021099,O000021099,captured,19.13,EUR,2024-05-17
PAY0000021100,O000021100,refunded,12.65,USD,2023-03-23
PAY0000021101,O000021101,captured,14.04,USD,2024-01-25
PAY0000021102,O000021102,captured,22.58,USD,2024-05-04
PAY0000021103,O000021103,captured,21.34,EUR,2023-12-20
PAY0000021104,O000021104,captured,6.7,EUR,2023-04-14
PAY0000021105,O000021105,captured,23.27,EUR,2024-07-28
PAY0000021106,O000021106,captured,84.02,PLN,2024-04-08
PAY0000021107,O000021107,captured,43.11,EUR,2024-03-15
PAY0000021108,O000021108,captured,9.8,EUR,2023-02-19
PAY0000021109,O000021109,authorized,23.09,PLN,2024-10-14
PAY0000021110,O000021110,captured,42.47,EUR,2023-09-03
PAY0000021111,O000021111,captured,59.72,GBP,2025-02-28
PAY0000021112,O000021112,captured,16.14,USD,2023-06-06
PAY0000021113,O000021113,captured,15.16,USD,2023-12-02
PAY0000021114,O000021114,captured,35.69,GBP,2024-10-30
PAY0000021115,O000021115,captured,71.22,EUR,2024-12-24
PAY0000021116,O000021116,captured,31.43,EUR,2024-12-24
PAY0000021117,O000021117,captured,9.72,EUR,2023-12-29
PAY0000021118,O000021118,refunded,28.15,GBP,2023-11-16
PAY0000021119,O000021119,captured,8.77,EUR,2025-03-14
PAY0000021120,O000021120,authorized,31.22,USD,2023-07-15
PAY0000021122, O000021122 ,captured,12.39,USD,2025-05-16
PAY0000021123,O000021123,captured,14.56,EUR,2024-11-03
PAY0000021124,O000021124,captured,42.34,EUR,2024-07-09
PAY0000021125,O000021125,captured,11.87,EUR,2025-01-20
PAY0000021126,O000021126,captured,38.53,USD,2024-05-06
PAY0000021128,O000021128,captured,39.97,EUR,2024-01-29
PAY0000021129,O000021129,captured,21.27,EUR,2023-04-02
PAY0000021130,O000021130,authorized,11.87,USD,2024-01-14
PAY0000021131,O000021131,authorized,35.63,EUR,2024-05-23
PAY0000021132,O000021132,captured,17.81,GBP,2023-08-27
PAY0000021133,O000021133,captured,37.52,USD,2023-06-01
PAY0000021134,O000021134,captured,15.08,EUR,2023-05-05
PAY0000021135,O000021135,captured,38.27,EUR,2023-05-20
PAY0000021136,O000021136,captured,15.23,EUR,2024-08-10
PAY0000021137,O000021137,captured,8.79,USD,2023-04-27
PAY0000021138,O000021138,refunded,12.01,EUR,2023-12-11
PAY0000021139,O000021139,captured,63.77,USD,2023-11-25
PAY0000021140,O000021140,captured,13.32,EUR,2024-04-04
PAY0000021141,O000021141,refunded,26.57,EUR,2024-05-01
PAY0000021142,O000021142,refunded,59.49,PLN,2024-03-11
PAY0000021143,O000021143,captured,20.31,EUR,2024-03-27
PAY0000021145,O000021145,captured,22.67,EUR,2024-11-01
PAY0000021147,O000021147,refunded,35.53,EUR,2023-09-11
PAY0000021148,O000021148,authorized,11.64,USD,2023-12-15
PAY0000021149,O000021149,captured,12.5,EUR,2023-04-19
PAY0000021150,O000021150,captured,15.25,EUR,2023-02-22
PAY0000021151,O000021151,captured,17.88,USD,2025-03-10
PAY0000021152,O000021152,partial_refund,13.95,EUR,2024-03-31
PAY0000021153,O000021153,captured,10.33,EUR,2023-07-06
PAY0000021154,O000021154,failed,86.83,USD,2025-01-23
PAY0000021155,O000021155,authorized,9.35,EUR,2024-04-18
PAY0000021156,O000021156,captured,15.66,EUR,2024-08-22
PAY0000021157,O000021157,refunded,20.92,EUR,2024-05-17
PAY0000021159,O000021159,captured,12.01,EUR,2024-03-31
PAY0000021162,O000021162,partial_refund,34.92,EUR,2025-03-18
PAY0000021163,O000021163,captured,6.05,USD,2024-11-23
PAY0000021164,O000021164,failed,30.27,EUR,2025-03-21
PAY0000021165,O000021165,captured,5.74,USD,2024-03-31
PAY0000021168,O000021168,authorized,30.75,EUR,2025-04-23
PAY0000021169,O000021169,captured,16.21,EUR,2024-03-20
PAY0000021170,O000021170,refunded,18.31,EUR,2023-06-19
PAY0000021171,O000021171,captured,32.23,USD,2024-12-07
PAY0000021172,O000021172,failed,16.15,GBP,2024-08-18
PAY0000021173,O000021173,captured,58.54,EUR,2023-05-05
PAY0000021174,O000021174,refunded,35.7,EUR,2024-05-25
PAY0000021175,O000021175,captured,8.21,USD,2023-05-02
PAY0000021176,O000021176,captured,45.54,USD,2023-11-04
PAY0000021177,O000021177,captured,29.92,USD,2025-06-13
PAY0000021178,O000021178,captured,122.11,EUR,2025-04-08
PAY0000021179,O000021179,refunded,14.16,USD,2024-03-28
PAY0000021180,O000021180,authorized,52.96,EUR,2024-11-16
PAY0000021181,O000021181,captured,67.1,EUR,2023-08-13
PAY0000021182,O000021182,captured,14.16,USD,2023-06-30
PAY0000021183,O000021183,refunded,30.37,USD,2024-11-15
PAY0000021184,O000021184,captured,13.17,USD,2025-06-14
PAY0000021185,o000021185,captured,38.71,EUR,2024-03-20
PAY0000021186,O000021186,authorized,80.79,PLN,2024-11-13
PAY0000021187,O000021187,captured,45.51,EUR,2024-01-25
PAY0000021188, O000021188 ,authorized,8.51,EUR,2023-12-04
PAY0000021189,O000021189,captured,42.03,EUR,2024-03-23
PAY0000021191, O000021191 ,refunded,6.42,EUR,2023-05-20
PAY0000021192,O000021192,captured,24.65,PLN,2023-10-15
PAY0000021193,O000021193,authorized,50.38,EUR,2023-07-26
PAY0000021194,O000021194,captured,33.91,EUR,2024-03-04
PAY0000021195,O000021195,captured,10.31,USD,2024-09-29
PAY0000021196,O000021196,captured,13.03,EUR,2023-11-03
PAY0000021197,O000021197,captured,24.41,EUR,2024-06-29
PAY0000021198,O000021198,failed,98.49,EUR,2025-05-19
PAY0000021200,O000021200,captured,14.16,EUR,2025-04-12
PAY0000021201,O000021201,partial_refund,23.2,GBP,2023-01-06
PAY0000021202,O000021202,captured,58.63,EUR,2024-03-16
PAY0000021203,O000021203,captured,18.86,GBP,2025-02-17
PAY0000021204,O000021204,refunded,30.37,USD,2023-10-31
PAY0000021205,O000021205,captured,130.45,EUR,2024-03-26
PAY0000021206,O000021206,authorized,14.18,USD,2024-04-11
PAY0000021207,O000021207,captured,11.51,EUR,2024-05-23
PAY0000021210,O000021210,captured,92.6,GBP,2024-04-04
PAY0000021211,O000021211,captured,28.39,EUR,2023-01-28
PAY0000021212,O000021212,captured,18.69,EUR,2024-05-03
PAY0000021213,O000021213,captured,39.57,USD,2025-01-18
PAY0000021214,O000021214,captured,24.7,PLN,2023-06-21
PAY0000021215,O000021215,failed,71.33,EUR,2023-03-15
PAY0000021216,O000021216,captured,14.28,EUR,2023-05-18
PAY0000021217,O000021217,captured,14.44,EUR,2023-10-27
PAY0000021218,O000021218,captured,9.13,EUR,2024-09-21
PAY0000021219,O000021219,captured,54.67,USD,2024-02-19
PAY0000021220,O000021220,captured,23.39,USD,2024-04-01
PAY0000021221,O000021221,captured,51.72,USD,2024-01-05
PAY0000021222,O000021222,captured,53.62,EUR,2023-01-15
PAY0000021223,O000021223,partial_refund,10.04,EUR,2024-09-15
PAY0000021224,O000021224,failed,34.48,USD,2025-06-06
PAY0000021225,O000021225,refunded,12.22,EUR,2024-04-21
PAY0000021226, O000021226 ,captured,20.19,EUR,2023-02-14
PAY0000021227,O000021227,captured,30.57,EUR,2023-06-11
PAY0000021228,O000021228,captured,9.97,EUR,2024-08-30
PAY0000021229,O000021229,captured,33.4,EUR,2024-02-17
PAY0000021230,o000021230,captured,34.23,EUR,2023-01-20
PAY0000021231,O000021231,captured,53.12,USD,2023-05-18
PAY0000021232,O000021232,partial_refund,67.63,PLN,2024-10-31
PAY0000021233,O000021233,captured,14.36,GBP,2025-02-12
PAY0000021234,O000021234,refunded,8.45,EUR,2023-08-28
PAY0000021235,O000021235,captured,24.44,EUR,2024-05-30
PAY0000021237,O000021237,captured,30.82,USD,2024-08-30
PAY0000021238,O000021238,captured,65.11,EUR,2023-09-25
PAY0000021239,O000021239,captured,31.78,EUR,2023-05-02
PAY0000021240, O000021240 ,captured,60.61,PLN,2024-03-10
PAY0000021241,O000021241,captured,40.36,PLN,2025-03-14
PAY0000021242,O000021242,refunded,37.61,USD,2023-07-05
PAY0000021243,O000021243,captured,36.32,USD,2023-04-29
PAY0000021244,O000021244,authorized,41.34,EUR,2025-02-20
PAY0000021245,O000021245,captured,12.17,EUR,2024-04-16
PAY0000021246,O000021246,captured,6.68,EUR,2024-01-28
PAY0000021247,O000021247,authorized,54.18,EUR,2025-05-21
PAY0000021248,O000021248,captured,125.45,EUR,2025-05-21
PAY0000021249,O000021249,captured,39.08,EUR,2024-07-17
PAY0000021250,O000021250,authorized,35.65,EUR,2024-10-25
PAY0000021251,O000021251,captured,12.49,EUR,2024-07-26
PAY0000021252,O000021252,captured,49.92,EUR,2023-10-29
PAY0000021253,O000021253,captured,8.62,USD,2024-01-18
PAY0000021254, O000021254 ,captured,30.96,USD,2025-05-12
PAY0000021255,O000021255,captured,40.0,EUR,2023-02-01
PAY0000021256,O000021256,authorized,50.61,GBP,2023-12-01
PAY0000021257,O000021257,captured,16.54,EUR,2023-11-14
PAY0000021258,O000021258,captured,37.72,EUR,2023-07-18
PAY0000021259,O000021259,authorized,31.62,EUR,2025-05-11
PAY0000021260,O000021260,captured,171.25,USD,2024-04-11
PAY0000021261,O000021261,captured,26.54,USD,2023-08-18
PAY0000021262,O000021262,captured,27.46,PLN,2024-11-19
PAY0000021263,O000021263,captured,51.03,EUR,2023-07-27
PAY0000021264,O000021264,captured,14.94,USD,2023-04-22
PAY0000021265,O000021265,captured,7.04,EUR,2025-04-11
PAY0000021266,O000021266,captured,14.23,USD,2023-10-20
PAY0000021267,O000021267,captured,18.57,EUR,2025-05-18
PAY0000021268,O000021268,captured,48.12,EUR,2025-04-02
PAY0000021269,O000021269,captured,15.95,USD,2024-12-17
PAY0000021271,O000021271,captured,9.81,EUR,2024-02-16
PAY0000021272,O000021272,captured,41.73,GBP,2024-04-11
PAY0000021274,O000021274,authorized,20.36,GBP,2023-10-24
PAY0000021275,O000021275,failed,52.14,EUR,2024-04-03
PAY0000021276,O000021276,authorized,41.19,EUR,2024-04-30
PAY0000021278,O000021278,authorized,32.99,USD,2024-02-03
PAY0000021279,O000021279,captured,106.77,EUR,2023-01-20
PAY0000021281,O000021281,captured,6.92,EUR,2024-04-28
PAY0000021283,O000021283,captured,18.94,USD,2024-02-20
PAY0000021285,O000021285,captured,28.87,EUR,2023-01-09
PAY0000021286,O000021286,captured,38.29,EUR,2025-02-06
PAY0000021287,O000021287,captured,57.51,EUR,2024-06-14
PAY0000021288,O000021288,refunded,17.39,EUR,2024-05-16
PAY0000021289,O000021289,captured,27.8,EUR,2025-01-01
PAY0000021290,O000021290,captured,13.55,EUR,2023-04-01
PAY0000021291,O000021291,captured,9.99,EUR,2024-06-22
PAY0000021292,O000021292,captured,14.81,EUR,2023-03-11
PAY0000021293,O000021293,failed,19.08,EUR,2024-10-03
PAY0000021294,O000021294,captured,17.34,EUR,2023-04-30
PAY0000021295,O000021295,captured,26.22,EUR,2025-03-13
PAY0000021296,O000021296,captured,20.04,PLN,2025-01-30
PAY0000021297,O000021297,captured,11.82,EUR,2023-06-23
PAY0000021298,O000021298,refunded,34.03,EUR,2023-12-07
PAY0000021299,O000021299,captured,19.11,EUR,2024-02-08
PAY0000021301,O000021301,captured,27.41,EUR,2024-12-25
PAY0000021302,O000021302,partial_refund,24.54,EUR,2023-11-16
PAY0000021303,O000021303,captured,31.36,USD,2025-06-18
PAY0000021304,O000021304,captured,35.69,USD,2023-06-12
PAY0000021306,O000021306,captured,17.65,USD,2024-06-06
PAY0000021307,O000021307,captured,20.18,PLN,2023-11-28
PAY0000021308, O000021308 ,captured,23.25,USD,2024-02-07
PAY0000021309,O000021309,captured,11.57,EUR,2025-01-12
PAY0000021310,O000021310,refunded,12.22,EUR,2023-04-18
PAY0000021311,O000021311,captured,97.04,GBP,2025-04-12
PAY0000021312,O000021312,captured,33.87,EUR,2023-03-04
PAY0000021313,O000021313,captured,27.48,USD,2025-01-13
PAY0000021314,O000021314,authorized,6.99,EUR,2025-06-16
PAY0000021315,O000021315,failed,24.96,EUR,2024-07-08
PAY0000021316,O000021316,captured,14.02,EUR,2025-01-07
PAY0000021317,O000021317,captured,60.04,USD,2024-10-25
PAY0000021318,O000021318,captured,20.99,USD,2023-04-06
PAY0000021319,O000021319,captured,24.84,USD,2025-02-07
PAY0000021320,O000021320,captured,36.86,EUR,2024-09-26
PAY0000021321,O000021321,captured,15.13,EUR,2023-05-29
PAY0000021322,O000021322,captured,18.04,EUR,2023-03-12
PAY0000021323,O000021323,captured,37.91,EUR,2024-08-03
PAY0000021324,O000021324,captured,26.85,EUR,2023-02-25
PAY0000021325,O000021325,captured,10.05,USD,2023-07-05
PAY0000021326,O000021326,captured,16.01,EUR,2025-05-17
PAY0000021328,O000021328,captured,14.61,USD,2024-09-15
PAY0000021329,O000021329,captured,14.56,USD,2023-03-12
PAY0000021330,O000021330,partial_refund,19.72,PLN,2023-09-15
PAY0000021331,O000021331,captured,38.94,EUR,2025-01-13
PAY0000021332,O000021332,authorized,35.43,PLN,2024-09-18
PAY0000021334,O000021334,captured,4.46,EUR,2023-09-23
PAY0000021335,O000021335,refunded,68.29,EUR,2023-09-14
PAY0000021339,O000021339,captured,10.94,EUR,2025-01-24
PAY0000021340,o000021340,captured,22.88,EUR,2023-11-30
PAY0000021341,O000021341,captured,19.98,USD,2024-11-04
PAY0000021343,O000021343,captured,25.04,USD,2023-08-07
PAY0000021344,O000021344,captured,24.08,EUR,2024-11-06
PAY0000021345,O000021345,captured,28.43,EUR,2023-03-04
PAY0000021346,O000021346,refunded,28.38,USD,2025-04-26
PAY0000021347,O000021347,failed,24.0,EUR,2024-06-26
PAY0000021348,O000021348,failed,47.17,EUR,2024-07-29
PAY0000021349,O000021349,captured,19.12,EUR,2025-02-14
PAY0000021350,O000021350,captured,14.92,USD,2024-09-10
PAY0000021351,O000021351,captured,25.46,EUR,2023-10-21
PAY0000021352,o000021352,captured,28.07,EUR,2023-04-17
PAY0000021353,O000021353,captured,38.0,EUR,2023-06-15
PAY0000021354,O000021354,authorized,14.66,GBP,2024-05-02
PAY0000021355,O000021355,failed,6.89,EUR,2023-10-25
PAY0000021356,O000021356,authorized,25.93,USD,2024-03-29
PAY0000021357,O000021357,captured,25.0,EUR,2023-01-30
PAY0000021358,O000021358,captured,45.77,USD,2024-02-01
PAY0000021359,O000021359,captured,43.83,EUR,2025-06-19
PAY0000021360,O000021360,refunded,8.06,EUR,2025-03-16
PAY0000021361, O000021361 ,authorized,18.87,USD,2024-01-17
PAY0000021362,O000021362,captured,17.25,USD,2025-03-11
PAY0000021363,O000021363,captured,36.24,EUR,2024-11-13
PAY0000021364,O000021364,captured,18.8,EUR,2023-04-20
PAY0000021365,O000021365,captured,29.79,EUR,2025-05-12
PAY0000021366,O000021366,captured,13.39,USD,2023-07-18
PAY0000021367,O000021367,captured,17.81,EUR,2024-06-01
PAY0000021368,O000021368,refunded,40.21,EUR,2024-12-15
PAY0000021371,O000021371,captured,13.15,USD,2024-01-04
PAY0000021372,O000021372,captured,18.59,EUR,2023-10-10
PAY0000021373,O000021373,captured,9.23,USD,2023-03-20
